y,x,frame,t,vial,genotype,sex,day,rep
91.49,310.42,46,1.586,2,w1118,m,2,1
88.73,261.15,46,1.586,2,w1118,m,2,1
59.75,245.25,46,1.586,2,w1118,m,2,1
58.74,220.82,46,1.586,2,w1118,m,2,1
24.7,285.13,46,1.586,2,w1118,m,2,1
20.77,221.74,46,1.586,2,w1118,m,2,1
8.44,248.89,46,1.586,2,w1118,m,2,1
119.4,218.73,47,1.621,2,w1118,m,2,1
102.8,286.28,47,1.621,2,w1118,m,2,1
95.45,260.9,47,1.621,2,w1118,m,2,1
94.29,310.48,47,1.621,2,w1118,m,2,1
59.84,245.25,47,1.621,2,w1118,m,2,1
59.69,220.78,47,1.621,2,w1118,m,2,1
27.64,285.63,47,1.621,2,w1118,m,2,1
20.92,221.34,47,1.621,2,w1118,m,2,1
8.03,244.46,47,1.621,2,w1118,m,2,1
119.63,218.97,48,1.655,2,w1118,m,2,1
105.71,286.89,48,1.655,2,w1118,m,2,1
95.68,259.93,48,1.655,2,w1118,m,2,1
95.48,310.35,48,1.655,2,w1118,m,2,1
60.79,245.18,48,1.655,2,w1118,m,2,1
60.64,220.88,48,1.655,2,w1118,m,2,1
27.71,285.98,48,1.655,2,w1118,m,2,1
21.1,221.28,48,1.655,2,w1118,m,2,1
7.59,243.12,48,1.655,2,w1118,m,2,1
121.44,219.64,49,1.69,2,w1118,m,2,1
108.64,287.12,49,1.69,2,w1118,m,2,1
100.42,258.66,49,1.69,2,w1118,m,2,1
97.59,310.29,49,1.69,2,w1118,m,2,1
64.37,221.14,49,1.69,2,w1118,m,2,1
61.73,244.96,49,1.69,2,w1118,m,2,1
28.73,286.32,49,1.69,2,w1118,m,2,1
24.02,221.13,49,1.69,2,w1118,m,2,1
7.08,241.83,49,1.69,2,w1118,m,2,1
122.44,219.99,50,1.724,2,w1118,m,2,1
110.69,286.82,50,1.724,2,w1118,m,2,1
102.47,258.6,50,1.724,2,w1118,m,2,1
98.69,310.17,50,1.724,2,w1118,m,2,1
66.23,244.24,50,1.724,2,w1118,m,2,1
63.73,220.9,50,1.724,2,w1118,m,2,1
30.68,286.38,50,1.724,2,w1118,m,2,1
25.84,221.04,50,1.724,2,w1118,m,2,1
6.9,238.17,50,1.724,2,w1118,m,2,1
122.72,219.88,51,1.759,2,w1118,m,2,1
112.69,287.35,51,1.759,2,w1118,m,2,1
102.53,310.35,51,1.759,2,w1118,m,2,1
100.69,259.25,51,1.759,2,w1118,m,2,1
66.47,244.1,51,1.759,2,w1118,m,2,1
65.69,220.85,51,1.759,2,w1118,m,2,1
34.59,286.86,51,1.759,2,w1118,m,2,1
28.67,220.88,51,1.759,2,w1118,m,2,1
6.7,237.13,51,1.759,2,w1118,m,2,1
124.42,220.63,52,1.793,2,w1118,m,2,1
113.86,287.61,52,1.793,2,w1118,m,2,1
106.5,257.33,52,1.793,2,w1118,m,2,1
104.45,310.21,52,1.793,2,w1118,m,2,1
66.72,220.73,52,1.793,2,w1118,m,2,1
65.62,244.22,52,1.793,2,w1118,m,2,1
35.66,287.23,52,1.793,2,w1118,m,2,1
29.67,220.76,52,1.793,2,w1118,m,2,1
5.98,235.2,52,1.793,2,w1118,m,2,1
123.74,220.3,53,1.828,2,w1118,m,2,1
116.73,287.4,53,1.828,2,w1118,m,2,1
105.7,257.22,53,1.828,2,w1118,m,2,1
105.57,310.36,53,1.828,2,w1118,m,2,1
65.79,220.97,53,1.828,2,w1118,m,2,1
65.64,244.2,53,1.828,2,w1118,m,2,1
56.72,216.21,53,1.828,2,w1118,m,2,1
37.6,287.99,53,1.828,2,w1118,m,2,1
29.89,220.26,53,1.828,2,w1118,m,2,1
5.74,233.87,53,1.828,2,w1118,m,2,1
125.79,220.95,54,1.862,2,w1118,m,2,1
118.8,287.06,54,1.862,2,w1118,m,2,1
108.53,309.92,54,1.862,2,w1118,m,2,1
107.7,257.26,54,1.862,2,w1118,m,2,1
67.42,244.0,54,1.862,2,w1118,m,2,1
66.84,220.75,54,1.862,2,w1118,m,2,1
57.76,216.2,54,1.862,2,w1118,m,2,1
36.74,288.08,54,1.862,2,w1118,m,2,1
34.6,220.36,54,1.862,2,w1118,m,2,1
5.89,232.97,54,1.862,2,w1118,m,2,1
127.64,221.01,55,1.897,2,w1118,m,2,1
120.86,287.69,55,1.897,2,w1118,m,2,1
111.68,256.92,55,1.897,2,w1118,m,2,1
109.7,310.26,55,1.897,2,w1118,m,2,1
71.65,220.05,55,1.897,2,w1118,m,2,1
67.44,243.99,55,1.897,2,w1118,m,2,1
57.88,216.16,55,1.897,2,w1118,m,2,1
40.5,288.88,55,1.897,2,w1118,m,2,1
36.56,220.08,55,1.897,2,w1118,m,2,1
6.54,232.92,55,1.897,2,w1118,m,2,1
128.72,220.95,56,1.931,2,w1118,m,2,1
123.71,287.9,56,1.931,2,w1118,m,2,1
115.26,255.34,56,1.931,2,w1118,m,2,1
108.02,310.12,56,1.931,2,w1118,m,2,1
72.69,219.61,56,1.931,2,w1118,m,2,1
67.52,244.01,56,1.931,2,w1118,m,2,1
58.0,216.21,56,1.931,2,w1118,m,2,1
40.6,288.94,56,1.931,2,w1118,m,2,1
36.7,219.95,56,1.931,2,w1118,m,2,1
5.78,233.71,56,1.931,2,w1118,m,2,1
131.67,222.01,57,1.966,2,w1118,m,2,1
125.74,287.6,57,1.966,2,w1118,m,2,1
111.84,255.89,57,1.966,2,w1118,m,2,1
110.83,310.03,57,1.966,2,w1118,m,2,1
73.72,220.04,57,1.966,2,w1118,m,2,1
63.75,244.4,57,1.966,2,w1118,m,2,1
58.87,216.37,57,1.966,2,w1118,m,2,1
41.68,289.19,57,1.966,2,w1118,m,2,1
38.63,219.87,57,1.966,2,w1118,m,2,1
7.46,231.94,57,1.966,2,w1118,m,2,1
131.85,222.04,58,2.0,2,w1118,m,2,1
127.79,287.12,58,2.0,2,w1118,m,2,1
115.68,255.08,58,2.0,2,w1118,m,2,1
111.87,309.81,58,2.0,2,w1118,m,2,1
71.88,219.98,58,2.0,2,w1118,m,2,1
62.88,244.38,58,2.0,2,w1118,m,2,1
58.93,216.27,58,2.0,2,w1118,m,2,1
43.64,289.76,58,2.0,2,w1118,m,2,1
40.61,219.94,58,2.0,2,w1118,m,2,1
7.63,231.19,58,2.0,2,w1118,m,2,1
133.75,222.23,59,2.034,2,w1118,m,2,1
130.68,287.43,59,2.034,2,w1118,m,2,1
116.78,255.85,59,2.034,2,w1118,m,2,1
113.87,310.04,59,2.034,2,w1118,m,2,1
72.91,219.86,59,2.034,2,w1118,m,2,1
63.75,244.25,59,2.034,2,w1118,m,2,1
59.07,216.27,59,2.034,2,w1118,m,2,1
43.72,290.03,59,2.034,2,w1118,m,2,1
41.69,219.78,59,2.034,2,w1118,m,2,1
7.61,231.14,59,2.034,2,w1118,m,2,1
139.38,223.78,60,2.069,2,w1118,m,2,1
132.7,287.21,60,2.069,2,w1118,m,2,1
124.33,253.32,60,2.069,2,w1118,m,2,1
119.6,309.36,60,2.069,2,w1118,m,2,1
74.76,219.34,60,2.069,2,w1118,m,2,1
64.68,244.07,60,2.069,2,w1118,m,2,1
59.09,216.33,60,2.069,2,w1118,m,2,1
45.64,290.78,60,2.069,2,w1118,m,2,1
41.76,219.62,60,2.069,2,w1118,m,2,1
5.61,233.53,60,2.069,2,w1118,m,2,1
138.75,223.83,61,2.103,2,w1118,m,2,1
136.62,286.27,61,2.103,2,w1118,m,2,1
122.68,252.87,61,2.103,2,w1118,m,2,1
121.58,309.29,61,2.103,2,w1118,m,2,1
75.8,219.18,61,2.103,2,w1118,m,2,1
64.78,243.92,61,2.103,2,w1118,m,2,1
59.19,216.17,61,2.103,2,w1118,m,2,1
46.62,290.86,61,2.103,2,w1118,m,2,1
41.82,219.42,61,2.103,2,w1118,m,2,1
7.43,231.2,61,2.103,2,w1118,m,2,1
139.62,224.04,62,2.138,2,w1118,m,2,1
139.57,286.64,62,2.138,2,w1118,m,2,1
124.83,253.31,62,2.138,2,w1118,m,2,1
123.69,308.97,62,2.138,2,w1118,m,2,1
76.83,219.0,62,2.138,2,w1118,m,2,1
69.59,243.07,62,2.138,2,w1118,m,2,1
59.2,216.18,62,2.138,2,w1118,m,2,1
46.7,290.88,62,2.138,2,w1118,m,2,1
43.01,219.15,62,2.138,2,w1118,m,2,1
6.78,232.29,62,2.138,2,w1118,m,2,1
141.66,286.93,63,2.172,2,w1118,m,2,1
140.79,224.87,63,2.172,2,w1118,m,2,1
127.7,253.29,63,2.172,2,w1118,m,2,1
126.51,308.84,63,2.172,2,w1118,m,2,1
78.9,219.09,63,2.172,2,w1118,m,2,1
67.77,243.04,63,2.172,2,w1118,m,2,1
59.86,216.21,63,2.172,2,w1118,m,2,1
47.75,291.14,63,2.172,2,w1118,m,2,1
44.81,219.11,63,2.172,2,w1118,m,2,1
6.57,232.0,63,2.172,2,w1118,m,2,1
145.29,227.88,64,2.207,2,w1118,m,2,1
142.72,286.68,64,2.207,2,w1118,m,2,1
128.83,252.24,64,2.207,2,w1118,m,2,1
126.76,308.71,64,2.207,2,w1118,m,2,1
80.74,218.79,64,2.207,2,w1118,m,2,1
71.63,242.76,64,2.207,2,w1118,m,2,1
60.75,216.23,64,2.207,2,w1118,m,2,1
48.72,291.12,64,2.207,2,w1118,m,2,1
46.74,218.78,64,2.207,2,w1118,m,2,1
6.52,231.75,64,2.207,2,w1118,m,2,1
145.76,228.7,65,2.241,2,w1118,m,2,1
145.67,286.32,65,2.241,2,w1118,m,2,1
130.78,251.02,65,2.241,2,w1118,m,2,1
130.46,308.24,65,2.241,2,w1118,m,2,1
81.04,218.39,65,2.241,2,w1118,m,2,1
74.62,243.01,65,2.241,2,w1118,m,2,1
60.89,216.14,65,2.241,2,w1118,m,2,1
49.78,291.71,65,2.241,2,w1118,m,2,1
47.72,218.87,65,2.241,2,w1118,m,2,1
6.59,231.41,65,2.241,2,w1118,m,2,1
146.71,287.14,66,2.276,2,w1118,m,2,1
144.7,228.03,66,2.276,2,w1118,m,2,1
132.85,250.89,66,2.276,2,w1118,m,2,1
131.68,308.13,66,2.276,2,w1118,m,2,1
82.92,218.4,66,2.276,2,w1118,m,2,1
74.73,243.0,66,2.276,2,w1118,m,2,1
60.97,216.06,66,2.276,2,w1118,m,2,1
50.77,291.92,66,2.276,2,w1118,m,2,1
48.72,218.8,66,2.276,2,w1118,m,2,1
6.71,232.26,66,2.276,2,w1118,m,2,1
150.6,287.24,67,2.31,2,w1118,m,2,1
146.52,230.87,67,2.31,2,w1118,m,2,1
134.85,251.37,67,2.31,2,w1118,m,2,1
133.61,308.1,67,2.31,2,w1118,m,2,1
83.99,218.25,67,2.31,2,w1118,m,2,1
76.75,243.92,67,2.31,2,w1118,m,2,1
61.25,216.13,67,2.31,2,w1118,m,2,1
51.87,292.09,67,2.31,2,w1118,m,2,1
51.5,218.71,67,2.31,2,w1118,m,2,1
7.52,231.75,67,2.31,2,w1118,m,2,1
150.82,286.76,68,2.345,2,w1118,m,2,1
145.72,230.25,68,2.345,2,w1118,m,2,1
139.69,250.04,68,2.345,2,w1118,m,2,1
134.66,307.94,68,2.345,2,w1118,m,2,1
85.06,218.26,68,2.345,2,w1118,m,2,1
81.48,246.93,68,2.345,2,w1118,m,2,1
62.25,216.33,68,2.345,2,w1118,m,2,1
54.65,293.0,68,2.345,2,w1118,m,2,1
51.65,218.79,68,2.345,2,w1118,m,2,1
6.69,231.28,68,2.345,2,w1118,m,2,1
155.53,286.69,69,2.379,2,w1118,m,2,1
146.58,231.99,69,2.379,2,w1118,m,2,1
140.68,249.11,69,2.379,2,w1118,m,2,1
135.73,307.86,69,2.379,2,w1118,m,2,1
87.02,218.21,69,2.379,2,w1118,m,2,1
79.71,245.92,69,2.379,2,w1118,m,2,1
65.76,217.24,69,2.379,2,w1118,m,2,1
55.66,293.15,69,2.379,2,w1118,m,2,1
52.59,218.68,69,2.379,2,w1118,m,2,1
6.8,231.22,69,2.379,2,w1118,m,2,1
155.73,287.29,70,2.414,2,w1118,m,2,1
146.55,233.09,70,2.414,2,w1118,m,2,1
144.63,248.13,70,2.414,2,w1118,m,2,1
135.81,307.82,70,2.414,2,w1118,m,2,1
91.68,217.95,70,2.414,2,w1118,m,2,1
79.77,246.08,70,2.414,2,w1118,m,2,1
56.71,293.72,70,2.414,2,w1118,m,2,1
53.34,218.58,70,2.414,2,w1118,m,2,1
7.72,231.12,70,2.414,2,w1118,m,2,1
156.82,287.64,71,2.448,2,w1118,m,2,1
147.7,234.97,71,2.448,2,w1118,m,2,1
147.62,248.94,71,2.448,2,w1118,m,2,1
137.8,307.69,71,2.448,2,w1118,m,2,1
89.75,217.63,71,2.448,2,w1118,m,2,1
82.34,247.93,71,2.448,2,w1118,m,2,1
65.75,217.36,71,2.448,2,w1118,m,2,1
57.72,293.97,71,2.448,2,w1118,m,2,1
52.74,218.32,71,2.448,2,w1118,m,2,1
8.64,231.73,71,2.448,2,w1118,m,2,1
157.86,287.53,72,2.483,2,w1118,m,2,1
148.64,249.07,72,2.483,2,w1118,m,2,1
147.82,236.1,72,2.483,2,w1118,m,2,1
142.61,307.01,72,2.483,2,w1118,m,2,1
90.81,217.73,72,2.483,2,w1118,m,2,1
82.44,247.85,72,2.483,2,w1118,m,2,1
65.9,217.33,72,2.483,2,w1118,m,2,1
58.72,294.19,72,2.483,2,w1118,m,2,1
52.85,218.06,72,2.483,2,w1118,m,2,1
9.56,231.71,72,2.483,2,w1118,m,2,1
163.46,287.66,73,2.517,2,w1118,m,2,1
150.63,248.16,73,2.517,2,w1118,m,2,1
148.57,238.01,73,2.517,2,w1118,m,2,1
144.64,306.79,73,2.517,2,w1118,m,2,1
91.91,217.79,73,2.517,2,w1118,m,2,1
82.89,247.8,73,2.517,2,w1118,m,2,1
66.14,217.42,73,2.517,2,w1118,m,2,1
61.62,294.82,73,2.517,2,w1118,m,2,1
53.44,218.1,73,2.517,2,w1118,m,2,1
9.72,231.06,73,2.517,2,w1118,m,2,1
165.51,288.08,74,2.552,2,w1118,m,2,1
148.65,239.01,74,2.552,2,w1118,m,2,1
147.46,306.42,74,2.552,2,w1118,m,2,1
97.6,217.71,74,2.552,2,w1118,m,2,1
83.56,248.04,74,2.552,2,w1118,m,2,1
61.74,294.94,74,2.552,2,w1118,m,2,1
53.75,217.95,74,2.552,2,w1118,m,2,1
12.63,231.83,74,2.552,2,w1118,m,2,1
166.64,288.44,75,2.586,2,w1118,m,2,1
149.65,240.72,75,2.586,2,w1118,m,2,1
149.48,306.35,75,2.586,2,w1118,m,2,1
99.65,217.94,75,2.586,2,w1118,m,2,1
90.41,252.62,75,2.586,2,w1118,m,2,1
62.71,295.3,75,2.586,2,w1118,m,2,1
54.02,217.75,75,2.586,2,w1118,m,2,1
18.51,233.57,75,2.586,2,w1118,m,2,1
168.64,288.22,76,2.621,2,w1118,m,2,1
157.69,248.04,76,2.621,2,w1118,m,2,1
150.62,305.93,76,2.621,2,w1118,m,2,1
150.27,241.95,76,2.621,2,w1118,m,2,1
100.66,217.71,76,2.621,2,w1118,m,2,1
90.64,252.66,76,2.621,2,w1118,m,2,1
66.94,217.53,76,2.621,2,w1118,m,2,1
63.82,295.61,76,2.621,2,w1118,m,2,1
54.55,217.46,76,2.621,2,w1118,m,2,1
18.77,233.12,76,2.621,2,w1118,m,2,1
169.76,288.23,77,2.655,2,w1118,m,2,1
156.81,247.89,77,2.655,2,w1118,m,2,1
151.62,306.02,77,2.655,2,w1118,m,2,1
150.58,242.83,77,2.655,2,w1118,m,2,1
101.69,217.73,77,2.655,2,w1118,m,2,1
90.16,252.16,77,2.655,2,w1118,m,2,1
66.98,217.57,77,2.655,2,w1118,m,2,1
65.73,295.94,77,2.655,2,w1118,m,2,1
54.8,217.44,77,2.655,2,w1118,m,2,1
19.64,232.69,77,2.655,2,w1118,m,2,1
171.67,289.25,78,2.69,2,w1118,m,2,1
162.46,246.12,78,2.69,2,w1118,m,2,1
150.91,244.02,78,2.69,2,w1118,m,2,1
150.74,306.07,78,2.69,2,w1118,m,2,1
98.83,217.29,78,2.69,2,w1118,m,2,1
90.58,252.32,78,2.69,2,w1118,m,2,1
70.42,296.92,78,2.69,2,w1118,m,2,1
69.45,217.2,78,2.69,2,w1118,m,2,1
54.83,217.46,78,2.69,2,w1118,m,2,1
19.78,232.73,78,2.69,2,w1118,m,2,1
174.66,289.95,79,2.724,2,w1118,m,2,1
160.69,246.14,79,2.724,2,w1118,m,2,1
152.71,306.03,79,2.724,2,w1118,m,2,1
151.98,245.23,79,2.724,2,w1118,m,2,1
99.96,217.34,79,2.724,2,w1118,m,2,1
90.65,252.23,79,2.724,2,w1118,m,2,1
69.47,217.18,79,2.724,2,w1118,m,2,1
68.88,296.91,79,2.724,2,w1118,m,2,1
19.97,233.3,79,2.724,2,w1118,m,2,1
178.35,289.85,80,2.759,2,w1118,m,2,1
161.77,247.01,80,2.759,2,w1118,m,2,1
154.66,251.99,80,2.759,2,w1118,m,2,1
153.74,305.96,80,2.759,2,w1118,m,2,1
104.67,217.14,80,2.759,2,w1118,m,2,1
90.68,252.21,80,2.759,2,w1118,m,2,1
70.71,298.1,80,2.759,2,w1118,m,2,1
69.45,217.25,80,2.759,2,w1118,m,2,1
22.7,233.1,80,2.759,2,w1118,m,2,1
181.28,290.09,81,2.793,2,w1118,m,2,1
163.86,247.35,81,2.793,2,w1118,m,2,1
154.8,305.72,81,2.793,2,w1118,m,2,1
154.79,251.9,81,2.793,2,w1118,m,2,1
106.73,216.97,81,2.793,2,w1118,m,2,1
90.85,251.94,81,2.793,2,w1118,m,2,1
73.61,298.76,81,2.793,2,w1118,m,2,1
69.49,217.06,81,2.793,2,w1118,m,2,1
23.77,233.29,81,2.793,2,w1118,m,2,1
179.85,290.83,82,2.828,2,w1118,m,2,1
165.75,245.83,82,2.828,2,w1118,m,2,1
158.73,304.82,82,2.828,2,w1118,m,2,1
155.72,253.0,82,2.828,2,w1118,m,2,1
106.69,217.09,82,2.828,2,w1118,m,2,1
90.88,251.88,82,2.828,2,w1118,m,2,1
74.66,298.83,82,2.828,2,w1118,m,2,1
69.51,217.11,82,2.828,2,w1118,m,2,1
25.71,233.39,82,2.828,2,w1118,m,2,1
185.34,291.83,83,2.862,2,w1118,m,2,1
166.7,244.72,83,2.862,2,w1118,m,2,1
162.56,304.35,83,2.862,2,w1118,m,2,1
158.55,257.88,83,2.862,2,w1118,m,2,1
104.81,217.06,83,2.862,2,w1118,m,2,1
90.84,251.94,83,2.862,2,w1118,m,2,1
75.69,299.24,83,2.862,2,w1118,m,2,1
70.19,216.91,83,2.862,2,w1118,m,2,1
27.69,234.04,83,2.862,2,w1118,m,2,1
184.71,291.24,84,2.897,2,w1118,m,2,1
168.84,244.28,84,2.897,2,w1118,m,2,1
164.57,304.09,84,2.897,2,w1118,m,2,1
157.88,256.9,84,2.897,2,w1118,m,2,1
105.86,216.78,84,2.897,2,w1118,m,2,1
90.87,251.93,84,2.897,2,w1118,m,2,1
77.68,299.79,84,2.897,2,w1118,m,2,1
70.11,216.91,84,2.897,2,w1118,m,2,1
28.85,233.79,84,2.897,2,w1118,m,2,1
189.43,292.25,85,2.931,2,w1118,m,2,1
173.69,244.1,85,2.931,2,w1118,m,2,1
164.63,304.04,85,2.931,2,w1118,m,2,1
158.73,257.97,85,2.931,2,w1118,m,2,1
106.77,216.2,85,2.931,2,w1118,m,2,1
90.94,251.83,85,2.931,2,w1118,m,2,1
77.69,300.12,85,2.931,2,w1118,m,2,1
70.22,216.92,85,2.931,2,w1118,m,2,1
30.76,234.22,85,2.931,2,w1118,m,2,1
188.73,292.89,86,2.966,2,w1118,m,2,1
172.85,244.2,86,2.966,2,w1118,m,2,1
164.86,303.97,86,2.966,2,w1118,m,2,1
159.86,259.84,86,2.966,2,w1118,m,2,1
111.68,217.07,86,2.966,2,w1118,m,2,1
91.01,251.8,86,2.966,2,w1118,m,2,1
77.88,300.08,86,2.966,2,w1118,m,2,1
70.13,216.8,86,2.966,2,w1118,m,2,1
34.67,234.8,86,2.966,2,w1118,m,2,1
193.2,294.2,87,3.0,2,w1118,m,2,1
173.84,243.03,87,3.0,2,w1118,m,2,1
166.75,303.71,87,3.0,2,w1118,m,2,1
161.47,262.11,87,3.0,2,w1118,m,2,1
109.9,216.88,87,3.0,2,w1118,m,2,1
90.85,251.99,87,3.0,2,w1118,m,2,1
78.71,300.13,87,3.0,2,w1118,m,2,1
69.54,216.98,87,3.0,2,w1118,m,2,1
35.74,234.98,87,3.0,2,w1118,m,2,1
191.87,293.68,88,3.034,2,w1118,m,2,1
176.74,242.01,88,3.034,2,w1118,m,2,1
167.94,303.71,88,3.034,2,w1118,m,2,1
161.74,263.04,88,3.034,2,w1118,m,2,1
114.68,217.2,88,3.034,2,w1118,m,2,1
90.88,251.87,88,3.034,2,w1118,m,2,1
81.61,300.99,88,3.034,2,w1118,m,2,1
70.11,216.89,88,3.034,2,w1118,m,2,1
57.82,219.88,88,3.034,2,w1118,m,2,1
39.61,234.9,88,3.034,2,w1118,m,2,1
197.17,294.65,89,3.069,2,w1118,m,2,1
183.3,241.19,89,3.069,2,w1118,m,2,1
174.54,302.3,89,3.069,2,w1118,m,2,1
162.02,263.89,89,3.069,2,w1118,m,2,1
112.74,216.44,89,3.069,2,w1118,m,2,1
90.9,251.86,89,3.069,2,w1118,m,2,1
79.84,301.04,89,3.069,2,w1118,m,2,1
70.18,216.88,89,3.069,2,w1118,m,2,1
57.18,219.93,89,3.069,2,w1118,m,2,1
39.71,234.88,89,3.069,2,w1118,m,2,1
195.75,294.86,90,3.103,2,w1118,m,2,1
182.65,241.91,90,3.103,2,w1118,m,2,1
175.6,301.96,90,3.103,2,w1118,m,2,1
163.8,266.8,90,3.103,2,w1118,m,2,1
113.76,216.77,90,3.103,2,w1118,m,2,1
90.96,251.79,90,3.103,2,w1118,m,2,1
84.37,302.09,90,3.103,2,w1118,m,2,1
70.17,216.9,90,3.103,2,w1118,m,2,1
57.17,219.92,90,3.103,2,w1118,m,2,1
41.67,235.09,90,3.103,2,w1118,m,2,1
200.15,295.94,91,3.138,2,w1118,m,2,1
180.93,241.93,91,3.138,2,w1118,m,2,1
174.83,302.19,91,3.138,2,w1118,m,2,1
164.68,267.93,91,3.138,2,w1118,m,2,1
114.79,216.8,91,3.138,2,w1118,m,2,1
90.88,251.86,91,3.138,2,w1118,m,2,1
80.89,301.08,91,3.138,2,w1118,m,2,1
70.15,216.88,91,3.138,2,w1118,m,2,1
45.59,235.73,91,3.138,2,w1118,m,2,1
201.46,296.2,92,3.172,2,w1118,m,2,1
185.65,239.91,92,3.172,2,w1118,m,2,1
176.79,302.16,92,3.172,2,w1118,m,2,1
165.39,269.23,92,3.172,2,w1118,m,2,1
115.79,216.25,92,3.172,2,w1118,m,2,1
90.93,251.81,92,3.172,2,w1118,m,2,1
81.74,301.31,92,3.172,2,w1118,m,2,1
70.17,216.86,92,3.172,2,w1118,m,2,1
45.71,235.14,92,3.172,2,w1118,m,2,1
203.6,296.01,93,3.207,2,w1118,m,2,1
183.87,239.77,93,3.207,2,w1118,m,2,1
177.85,301.89,93,3.207,2,w1118,m,2,1
166.06,269.88,93,3.207,2,w1118,m,2,1
122.55,217.02,93,3.207,2,w1118,m,2,1
90.94,251.78,93,3.207,2,w1118,m,2,1
85.39,302.15,93,3.207,2,w1118,m,2,1
69.55,217.03,93,3.207,2,w1118,m,2,1
47.69,235.1,93,3.207,2,w1118,m,2,1
204.55,296.81,94,3.241,2,w1118,m,2,1
186.77,239.2,94,3.241,2,w1118,m,2,1
180.75,300.95,94,3.241,2,w1118,m,2,1
167.61,271.15,94,3.241,2,w1118,m,2,1
123.57,216.89,94,3.241,2,w1118,m,2,1
90.96,251.76,94,3.241,2,w1118,m,2,1
81.78,300.98,94,3.241,2,w1118,m,2,1
70.13,216.91,94,3.241,2,w1118,m,2,1
48.82,235.29,94,3.241,2,w1118,m,2,1
204.74,296.99,95,3.276,2,w1118,m,2,1
188.77,239.3,95,3.276,2,w1118,m,2,1
183.65,300.12,95,3.276,2,w1118,m,2,1
168.67,272.21,95,3.276,2,w1118,m,2,1
119.0,216.17,95,3.276,2,w1118,m,2,1
90.99,251.72,95,3.276,2,w1118,m,2,1
80.85,301.15,95,3.276,2,w1118,m,2,1
70.2,217.01,95,3.276,2,w1118,m,2,1
49.84,235.45,95,3.276,2,w1118,m,2,1
206.69,297.13,96,3.31,2,w1118,m,2,1
191.62,237.92,96,3.31,2,w1118,m,2,1
184.65,300.06,96,3.31,2,w1118,m,2,1
171.67,275.82,96,3.31,2,w1118,m,2,1
120.78,216.28,96,3.31,2,w1118,m,2,1
90.98,251.71,96,3.31,2,w1118,m,2,1
80.81,301.18,96,3.31,2,w1118,m,2,1
70.23,217.04,96,3.31,2,w1118,m,2,1
52.74,235.14,96,3.31,2,w1118,m,2,1
208.74,297.12,97,3.345,2,w1118,m,2,1
194.65,236.05,97,3.345,2,w1118,m,2,1
184.75,300.16,97,3.345,2,w1118,m,2,1
171.71,275.89,97,3.345,2,w1118,m,2,1
121.89,216.28,97,3.345,2,w1118,m,2,1
90.63,251.27,97,3.345,2,w1118,m,2,1
81.72,301.29,97,3.345,2,w1118,m,2,1
70.19,217.1,97,3.345,2,w1118,m,2,1
54.69,234.92,97,3.345,2,w1118,m,2,1
211.7,298.12,98,3.379,2,w1118,m,2,1
192.81,236.01,98,3.379,2,w1118,m,2,1
189.56,298.42,98,3.379,2,w1118,m,2,1
172.83,276.9,98,3.379,2,w1118,m,2,1
125.64,216.02,98,3.379,2,w1118,m,2,1
90.95,251.7,98,3.379,2,w1118,m,2,1
82.68,301.21,98,3.379,2,w1118,m,2,1
70.37,217.15,98,3.379,2,w1118,m,2,1
57.9,219.9,98,3.379,2,w1118,m,2,1
56.67,235.18,98,3.379,2,w1118,m,2,1
212.74,298.34,99,3.414,2,w1118,m,2,1
194.02,236.04,99,3.414,2,w1118,m,2,1
190.59,297.93,99,3.414,2,w1118,m,2,1
176.45,279.77,99,3.414,2,w1118,m,2,1
123.86,216.06,99,3.414,2,w1118,m,2,1
90.62,251.28,99,3.414,2,w1118,m,2,1
84.64,300.88,99,3.414,2,w1118,m,2,1
70.15,217.05,99,3.414,2,w1118,m,2,1
57.87,219.91,99,3.414,2,w1118,m,2,1
57.71,235.27,99,3.414,2,w1118,m,2,1
216.51,298.67,100,3.448,2,w1118,m,2,1
195.92,235.95,100,3.448,2,w1118,m,2,1
190.74,298.06,100,3.448,2,w1118,m,2,1
175.74,279.07,100,3.448,2,w1118,m,2,1
125.65,216.2,100,3.448,2,w1118,m,2,1
90.64,251.26,100,3.448,2,w1118,m,2,1
85.67,300.78,100,3.448,2,w1118,m,2,1
70.26,217.13,100,3.448,2,w1118,m,2,1
59.76,235.06,100,3.448,2,w1118,m,2,1
57.88,219.9,100,3.448,2,w1118,m,2,1
218.63,298.2,101,3.483,2,w1118,m,2,1
197.78,234.95,101,3.483,2,w1118,m,2,1
195.46,296.57,101,3.483,2,w1118,m,2,1
176.71,280.0,101,3.483,2,w1118,m,2,1
125.89,216.03,101,3.483,2,w1118,m,2,1
90.62,251.28,101,3.483,2,w1118,m,2,1
88.36,300.26,101,3.483,2,w1118,m,2,1
70.23,217.09,101,3.483,2,w1118,m,2,1
61.76,235.1,101,3.483,2,w1118,m,2,1
219.67,298.82,102,3.517,2,w1118,m,2,1
199.69,233.01,102,3.517,2,w1118,m,2,1
193.71,297.0,102,3.517,2,w1118,m,2,1
177.95,280.9,102,3.517,2,w1118,m,2,1
126.73,216.08,102,3.517,2,w1118,m,2,1
90.98,251.7,102,3.517,2,w1118,m,2,1
88.52,300.17,102,3.517,2,w1118,m,2,1
70.21,217.11,102,3.517,2,w1118,m,2,1
