y,x,frame,t,vial,geno,sex,day,rep
264.91,211.19,142,4.897,2,w1118,m,2,1
257.97,296.11,142,4.897,2,w1118,m,2,1
163.93,215.25,142,4.897,2,w1118,m,2,1
150.05,292.67,142,4.897,2,w1118,m,2,1
148.07,243.08,142,4.897,2,w1118,m,2,1
115.15,220.06,142,4.897,2,w1118,m,2,1
105.98,251.22,142,4.897,2,w1118,m,2,1
88.71,217.72,142,4.897,2,w1118,m,2,1
308.81,291.16,143,4.931,2,w1118,m,2,1
269.74,266.32,143,4.931,2,w1118,m,2,1
265.99,211.01,143,4.931,2,w1118,m,2,1
263.59,295.29,143,4.931,2,w1118,m,2,1
163.04,215.04,143,4.931,2,w1118,m,2,1
154.8,290.95,143,4.931,2,w1118,m,2,1
150.95,242.99,143,4.931,2,w1118,m,2,1
116.1,220.08,143,4.931,2,w1118,m,2,1
106.32,251.71,143,4.931,2,w1118,m,2,1
89.03,218.01,143,4.931,2,w1118,m,2,1
309.79,291.04,144,4.966,2,w1118,m,2,1
270.73,265.37,144,4.966,2,w1118,m,2,1
267.12,211.0,144,4.966,2,w1118,m,2,1
262.96,295.28,144,4.966,2,w1118,m,2,1
163.97,215.2,144,4.966,2,w1118,m,2,1
156.75,290.88,144,4.966,2,w1118,m,2,1
152.04,242.76,144,4.966,2,w1118,m,2,1
121.46,221.69,144,4.966,2,w1118,m,2,1
106.32,251.73,144,4.966,2,w1118,m,2,1
89.91,218.0,144,4.966,2,w1118,m,2,1
263.66,400.87,0,0.0,3,w1118,m,2,1
63.09,481.67,0,0.0,3,w1118,m,2,1
57.97,489.37,0,0.0,3,w1118,m,2,1
45.96,403.86,0,0.0,3,w1118,m,2,1
37.88,427.82,0,0.0,3,w1118,m,2,1
37.36,476.54,0,0.0,3,w1118,m,2,1
36.97,463.05,0,0.0,3,w1118,m,2,1
29.98,444.23,0,0.0,3,w1118,m,2,1
27.34,428.98,0,0.0,3,w1118,m,2,1
264.76,400.88,1,0.034,3,w1118,m,2,1
68.78,480.99,1,0.034,3,w1118,m,2,1
60.92,489.43,1,0.034,3,w1118,m,2,1
47.21,403.3,1,0.034,3,w1118,m,2,1
40.08,476.22,1,0.034,3,w1118,m,2,1
37.27,461.26,1,0.034,3,w1118,m,2,1
35.96,430.9,1,0.034,3,w1118,m,2,1
29.69,440.2,1,0.034,3,w1118,m,2,1
28.09,429.0,1,0.034,3,w1118,m,2,1
266.57,401.18,2,0.069,3,w1118,m,2,1
71.85,481.13,2,0.069,3,w1118,m,2,1
62.99,489.27,2,0.069,3,w1118,m,2,1
50.41,403.39,2,0.069,3,w1118,m,2,1
43.02,476.2,2,0.069,3,w1118,m,2,1
37.14,460.05,2,0.069,3,w1118,m,2,1
36.18,431.99,2,0.069,3,w1118,m,2,1
29.87,438.15,2,0.069,3,w1118,m,2,1
28.74,427.99,2,0.069,3,w1118,m,2,1
267.79,401.06,3,0.103,3,w1118,m,2,1
73.75,480.86,3,0.103,3,w1118,m,2,1
65.85,489.81,3,0.103,3,w1118,m,2,1
53.28,403.41,3,0.103,3,w1118,m,2,1
44.02,475.76,3,0.103,3,w1118,m,2,1
36.98,458.42,3,0.103,3,w1118,m,2,1
35.91,430.96,3,0.103,3,w1118,m,2,1
29.23,438.81,3,0.103,3,w1118,m,2,1
27.82,427.08,3,0.103,3,w1118,m,2,1
269.61,401.13,4,0.138,3,w1118,m,2,1
75.89,480.45,4,0.138,3,w1118,m,2,1
67.87,489.35,4,0.138,3,w1118,m,2,1
57.15,403.83,4,0.138,3,w1118,m,2,1
45.98,475.37,4,0.138,3,w1118,m,2,1
41.11,427.04,4,0.138,3,w1118,m,2,1
36.87,457.95,4,0.138,3,w1118,m,2,1
29.21,438.83,4,0.138,3,w1118,m,2,1
27.08,427.05,4,0.138,3,w1118,m,2,1
21.02,439.88,4,0.138,3,w1118,m,2,1
269.98,401.14,5,0.172,3,w1118,m,2,1
78.76,480.47,5,0.172,3,w1118,m,2,1
69.79,489.43,5,0.172,3,w1118,m,2,1
61.22,404.02,5,0.172,3,w1118,m,2,1
49.82,475.04,5,0.172,3,w1118,m,2,1
42.91,427.81,5,0.172,3,w1118,m,2,1
36.89,455.92,5,0.172,3,w1118,m,2,1
29.2,440.23,5,0.172,3,w1118,m,2,1
28.92,430.04,5,0.172,3,w1118,m,2,1
270.06,401.01,6,0.207,3,w1118,m,2,1
80.85,480.37,6,0.207,3,w1118,m,2,1
71.76,489.27,6,0.207,3,w1118,m,2,1
66.95,404.87,6,0.207,3,w1118,m,2,1
51.77,474.99,6,0.207,3,w1118,m,2,1
42.95,427.17,6,0.207,3,w1118,m,2,1
36.87,452.87,6,0.207,3,w1118,m,2,1
35.54,424.09,6,0.207,3,w1118,m,2,1
29.51,430.77,6,0.207,3,w1118,m,2,1
29.12,441.21,6,0.207,3,w1118,m,2,1
271.05,401.15,7,0.241,3,w1118,m,2,1
82.91,480.32,7,0.241,3,w1118,m,2,1
72.81,489.09,7,0.241,3,w1118,m,2,1
69.96,404.73,7,0.241,3,w1118,m,2,1
50.99,475.09,7,0.241,3,w1118,m,2,1
44.12,427.83,7,0.241,3,w1118,m,2,1
37.09,449.91,7,0.241,3,w1118,m,2,1
34.16,421.19,7,0.241,3,w1118,m,2,1
29.86,432.76,7,0.241,3,w1118,m,2,1
28.58,441.08,7,0.241,3,w1118,m,2,1
272.14,401.08,8,0.276,3,w1118,m,2,1
84.86,480.31,8,0.276,3,w1118,m,2,1
73.95,488.74,8,0.276,3,w1118,m,2,1
72.0,404.85,8,0.276,3,w1118,m,2,1
54.86,474.23,8,0.276,3,w1118,m,2,1
44.96,428.0,8,0.276,3,w1118,m,2,1
37.09,448.11,8,0.276,3,w1118,m,2,1
34.05,420.07,8,0.276,3,w1118,m,2,1
29.59,431.33,8,0.276,3,w1118,m,2,1
27.75,440.83,8,0.276,3,w1118,m,2,1
274.2,401.07,9,0.31,3,w1118,m,2,1
87.73,480.37,9,0.31,3,w1118,m,2,1
74.05,405.01,9,0.31,3,w1118,m,2,1
73.01,489.18,9,0.31,3,w1118,m,2,1
54.03,474.84,9,0.31,3,w1118,m,2,1
46.96,429.12,9,0.31,3,w1118,m,2,1
37.34,447.07,9,0.31,3,w1118,m,2,1
34.19,419.05,9,0.31,3,w1118,m,2,1
29.18,430.26,9,0.31,3,w1118,m,2,1
27.73,440.82,9,0.31,3,w1118,m,2,1
278.02,402.04,10,0.345,3,w1118,m,2,1
88.96,480.3,10,0.345,3,w1118,m,2,1
78.74,488.07,10,0.345,3,w1118,m,2,1
77.08,405.04,10,0.345,3,w1118,m,2,1
55.16,475.03,10,0.345,3,w1118,m,2,1
48.21,429.7,10,0.345,3,w1118,m,2,1
37.26,447.87,10,0.345,3,w1118,m,2,1
34.27,418.16,10,0.345,3,w1118,m,2,1
28.95,430.06,10,0.345,3,w1118,m,2,1
27.61,440.96,10,0.345,3,w1118,m,2,1
281.89,402.59,11,0.379,3,w1118,m,2,1
91.83,480.19,11,0.379,3,w1118,m,2,1
80.95,406.01,11,0.379,3,w1118,m,2,1
76.02,488.97,11,0.379,3,w1118,m,2,1
62.67,473.3,11,0.379,3,w1118,m,2,1
49.22,430.02,11,0.379,3,w1118,m,2,1
37.74,446.93,11,0.379,3,w1118,m,2,1
33.98,418.0,11,0.379,3,w1118,m,2,1
28.45,429.01,11,0.379,3,w1118,m,2,1
26.81,441.06,11,0.379,3,w1118,m,2,1
283.82,402.69,12,0.414,3,w1118,m,2,1
92.93,480.66,12,0.414,3,w1118,m,2,1
82.61,487.46,12,0.414,3,w1118,m,2,1
82.1,405.88,12,0.414,3,w1118,m,2,1
62.97,472.92,12,0.414,3,w1118,m,2,1
52.06,430.96,12,0.414,3,w1118,m,2,1
37.73,446.93,12,0.414,3,w1118,m,2,1
33.91,417.33,12,0.414,3,w1118,m,2,1
28.22,428.37,12,0.414,3,w1118,m,2,1
26.54,440.93,12,0.414,3,w1118,m,2,1
284.95,402.96,13,0.448,3,w1118,m,2,1
94.98,480.11,13,0.448,3,w1118,m,2,1
85.1,405.89,13,0.448,3,w1118,m,2,1
83.95,487.2,13,0.448,3,w1118,m,2,1
63.0,473.08,13,0.448,3,w1118,m,2,1
54.98,431.75,13,0.448,3,w1118,m,2,1
37.87,447.0,13,0.448,3,w1118,m,2,1
34.16,417.24,13,0.448,3,w1118,m,2,1
28.26,428.28,13,0.448,3,w1118,m,2,1
26.32,440.38,13,0.448,3,w1118,m,2,1
285.03,403.04,14,0.483,3,w1118,m,2,1
97.97,480.32,14,0.483,3,w1118,m,2,1
88.94,406.77,14,0.483,3,w1118,m,2,1
85.89,486.95,14,0.483,3,w1118,m,2,1
63.13,473.01,14,0.483,3,w1118,m,2,1
56.97,431.79,14,0.483,3,w1118,m,2,1
37.15,448.76,14,0.483,3,w1118,m,2,1
34.13,417.24,14,0.483,3,w1118,m,2,1
27.98,428.19,14,0.483,3,w1118,m,2,1
26.18,440.25,14,0.483,3,w1118,m,2,1
287.0,403.11,15,0.517,3,w1118,m,2,1
100.85,480.0,15,0.517,3,w1118,m,2,1
90.89,407.08,15,0.517,3,w1118,m,2,1
87.9,486.45,15,0.517,3,w1118,m,2,1
69.68,471.16,15,0.517,3,w1118,m,2,1
58.89,431.83,15,0.517,3,w1118,m,2,1
37.17,448.74,15,0.517,3,w1118,m,2,1
33.9,417.33,15,0.517,3,w1118,m,2,1
27.73,428.09,15,0.517,3,w1118,m,2,1
26.04,440.16,15,0.517,3,w1118,m,2,1
288.0,403.02,16,0.552,3,w1118,m,2,1
100.05,480.0,16,0.552,3,w1118,m,2,1
90.97,406.98,16,0.552,3,w1118,m,2,1
89.88,486.72,16,0.552,3,w1118,m,2,1
70.78,470.82,16,0.552,3,w1118,m,2,1
60.06,432.03,16,0.552,3,w1118,m,2,1
37.24,447.81,16,0.552,3,w1118,m,2,1
33.94,417.21,16,0.552,3,w1118,m,2,1
27.67,428.03,16,0.552,3,w1118,m,2,1
26.03,440.12,16,0.552,3,w1118,m,2,1
289.06,403.12,17,0.586,3,w1118,m,2,1
102.03,479.8,17,0.586,3,w1118,m,2,1
91.94,407.05,17,0.586,3,w1118,m,2,1
90.97,485.94,17,0.586,3,w1118,m,2,1
69.12,471.13,17,0.586,3,w1118,m,2,1
65.65,432.91,17,0.586,3,w1118,m,2,1
37.24,446.94,17,0.586,3,w1118,m,2,1
34.24,416.04,17,0.586,3,w1118,m,2,1
27.36,427.34,17,0.586,3,w1118,m,2,1
26.08,440.11,17,0.586,3,w1118,m,2,1
292.87,404.2,18,0.621,3,w1118,m,2,1
107.68,478.92,18,0.621,3,w1118,m,2,1
93.9,485.48,18,0.621,3,w1118,m,2,1
92.98,407.14,18,0.621,3,w1118,m,2,1
70.17,471.0,18,0.621,3,w1118,m,2,1
66.77,433.28,18,0.621,3,w1118,m,2,1
37.27,446.85,18,0.621,3,w1118,m,2,1
34.58,415.15,18,0.621,3,w1118,m,2,1
27.16,427.19,18,0.621,3,w1118,m,2,1
26.01,440.2,18,0.621,3,w1118,m,2,1
294.85,404.14,19,0.655,3,w1118,m,2,1
107.98,478.86,19,0.655,3,w1118,m,2,1
95.93,485.34,19,0.655,3,w1118,m,2,1
93.98,407.78,19,0.655,3,w1118,m,2,1
75.88,469.2,19,0.655,3,w1118,m,2,1
67.73,433.02,19,0.655,3,w1118,m,2,1
37.22,446.57,19,0.655,3,w1118,m,2,1
34.35,414.01,19,0.655,3,w1118,m,2,1
27.1,426.23,19,0.655,3,w1118,m,2,1
26.04,414.2,19,0.655,3,w1118,m,2,1
25.8,440.2,19,0.655,3,w1118,m,2,1
294.97,404.0,20,0.69,3,w1118,m,2,1
108.1,478.76,20,0.69,3,w1118,m,2,1
95.94,486.02,20,0.69,3,w1118,m,2,1
93.18,407.37,20,0.69,3,w1118,m,2,1
76.0,469.06,20,0.69,3,w1118,m,2,1
68.52,433.04,20,0.69,3,w1118,m,2,1
37.47,446.08,20,0.69,3,w1118,m,2,1
34.77,412.36,20,0.69,3,w1118,m,2,1
27.1,425.34,20,0.69,3,w1118,m,2,1
26.1,413.23,20,0.69,3,w1118,m,2,1
25.84,440.18,20,0.69,3,w1118,m,2,1
295.1,403.99,21,0.724,3,w1118,m,2,1
112.89,477.3,21,0.724,3,w1118,m,2,1
98.95,485.09,21,0.724,3,w1118,m,2,1
96.0,408.07,21,0.724,3,w1118,m,2,1
78.93,468.01,21,0.724,3,w1118,m,2,1
66.97,433.09,21,0.724,3,w1118,m,2,1
37.53,445.1,21,0.724,3,w1118,m,2,1
35.7,414.09,21,0.724,3,w1118,m,2,1
26.97,425.1,21,0.724,3,w1118,m,2,1
25.98,415.24,21,0.724,3,w1118,m,2,1
25.87,440.22,21,0.724,3,w1118,m,2,1
299.65,404.9,22,0.759,3,w1118,m,2,1
114.85,477.22,22,0.759,3,w1118,m,2,1
100.94,484.84,22,0.759,3,w1118,m,2,1
99.14,409.95,22,0.759,3,w1118,m,2,1
81.62,467.03,22,0.759,3,w1118,m,2,1
66.06,433.34,22,0.759,3,w1118,m,2,1
38.18,444.03,22,0.759,3,w1118,m,2,1
35.79,414.04,22,0.759,3,w1118,m,2,1
26.38,423.35,22,0.759,3,w1118,m,2,1
25.85,440.25,22,0.759,3,w1118,m,2,1
25.84,414.96,22,0.759,3,w1118,m,2,1
301.63,404.89,23,0.793,3,w1118,m,2,1
115.06,477.06,23,0.793,3,w1118,m,2,1
100.09,410.2,23,0.793,3,w1118,m,2,1
99.1,485.17,23,0.793,3,w1118,m,2,1
80.96,466.97,23,0.793,3,w1118,m,2,1
67.94,433.6,23,0.793,3,w1118,m,2,1
44.46,441.08,23,0.793,3,w1118,m,2,1
35.82,414.1,23,0.793,3,w1118,m,2,1
26.3,423.13,23,0.793,3,w1118,m,2,1
25.75,415.04,23,0.793,3,w1118,m,2,1
25.72,440.38,23,0.793,3,w1118,m,2,1
302.75,404.85,24,0.828,3,w1118,m,2,1
119.48,476.15,24,0.828,3,w1118,m,2,1
102.83,411.17,24,0.828,3,w1118,m,2,1
101.08,485.13,24,0.828,3,w1118,m,2,1
81.97,466.75,24,0.828,3,w1118,m,2,1
67.93,433.61,24,0.828,3,w1118,m,2,1
42.96,442.08,24,0.828,3,w1118,m,2,1
35.82,414.85,24,0.828,3,w1118,m,2,1
26.32,422.2,24,0.828,3,w1118,m,2,1
25.77,440.39,24,0.828,3,w1118,m,2,1
303.92,405.19,25,0.862,3,w1118,m,2,1
119.89,476.1,25,0.862,3,w1118,m,2,1
107.64,483.12,25,0.862,3,w1118,m,2,1
104.16,411.99,25,0.862,3,w1118,m,2,1
84.12,466.11,25,0.862,3,w1118,m,2,1
68.81,433.67,25,0.862,3,w1118,m,2,1
44.13,442.7,25,0.862,3,w1118,m,2,1
35.91,414.78,25,0.862,3,w1118,m,2,1
26.23,422.01,25,0.862,3,w1118,m,2,1
25.76,440.34,25,0.862,3,w1118,m,2,1
303.97,405.1,26,0.897,3,w1118,m,2,1
120.02,476.74,26,0.897,3,w1118,m,2,1
107.96,483.05,26,0.897,3,w1118,m,2,1
106.08,413.05,26,0.897,3,w1118,m,2,1
86.95,465.0,26,0.897,3,w1118,m,2,1
68.79,433.68,26,0.897,3,w1118,m,2,1
48.03,442.19,26,0.897,3,w1118,m,2,1
35.35,414.81,26,0.897,3,w1118,m,2,1
26.17,421.1,26,0.897,3,w1118,m,2,1
25.71,440.29,26,0.897,3,w1118,m,2,1
304.22,405.19,27,0.931,3,w1118,m,2,1
122.99,476.04,27,0.931,3,w1118,m,2,1
108.88,414.12,27,0.931,3,w1118,m,2,1
106.11,483.7,27,0.931,3,w1118,m,2,1
88.01,464.87,27,0.931,3,w1118,m,2,1
66.08,433.42,27,0.931,3,w1118,m,2,1
51.94,441.08,27,0.931,3,w1118,m,2,1
35.41,414.0,27,0.931,3,w1118,m,2,1
26.13,421.06,27,0.931,3,w1118,m,2,1
25.71,440.22,27,0.931,3,w1118,m,2,1
305.19,405.36,28,0.966,3,w1118,m,2,1
124.13,475.95,28,0.966,3,w1118,m,2,1
114.14,417.12,28,0.966,3,w1118,m,2,1
108.13,483.73,28,0.966,3,w1118,m,2,1
89.91,464.27,28,0.966,3,w1118,m,2,1
66.09,433.42,28,0.966,3,w1118,m,2,1
53.94,441.13,28,0.966,3,w1118,m,2,1
35.41,414.07,28,0.966,3,w1118,m,2,1
25.72,440.14,28,0.966,3,w1118,m,2,1
25.18,419.99,28,0.966,3,w1118,m,2,1
310.96,406.14,29,1.0,3,w1118,m,2,1
129.59,475.24,29,1.0,3,w1118,m,2,1
115.95,417.87,29,1.0,3,w1118,m,2,1
110.16,483.33,29,1.0,3,w1118,m,2,1
90.85,464.34,29,1.0,3,w1118,m,2,1
68.8,433.71,29,1.0,3,w1118,m,2,1
55.98,441.02,29,1.0,3,w1118,m,2,1
35.79,413.77,29,1.0,3,w1118,m,2,1
25.7,440.1,29,1.0,3,w1118,m,2,1
25.65,416.93,29,1.0,3,w1118,m,2,1
310.06,405.89,30,1.034,3,w1118,m,2,1
130.87,474.95,30,1.034,3,w1118,m,2,1
116.22,417.71,30,1.034,3,w1118,m,2,1
112.11,482.8,30,1.034,3,w1118,m,2,1
97.69,462.29,30,1.034,3,w1118,m,2,1
68.82,433.69,30,1.034,3,w1118,m,2,1
57.01,441.08,30,1.034,3,w1118,m,2,1
35.94,413.96,30,1.034,3,w1118,m,2,1
25.62,415.01,30,1.034,3,w1118,m,2,1
25.49,440.04,30,1.034,3,w1118,m,2,1
312.05,406.1,31,1.069,3,w1118,m,2,1
133.5,474.44,31,1.069,3,w1118,m,2,1
117.27,417.97,31,1.069,3,w1118,m,2,1
116.99,481.99,31,1.069,3,w1118,m,2,1
97.15,462.87,31,1.069,3,w1118,m,2,1
69.49,433.74,31,1.069,3,w1118,m,2,1
61.77,441.07,31,1.069,3,w1118,m,2,1
35.94,414.01,31,1.069,3,w1118,m,2,1
25.5,439.88,31,1.069,3,w1118,m,2,1
25.28,411.28,31,1.069,3,w1118,m,2,1
313.1,406.1,32,1.103,3,w1118,m,2,1
134.76,474.08,32,1.103,3,w1118,m,2,1
121.95,420.99,32,1.103,3,w1118,m,2,1
120.7,481.4,32,1.103,3,w1118,m,2,1
97.19,462.77,32,1.103,3,w1118,m,2,1
67.01,433.62,32,1.103,3,w1118,m,2,1
61.98,441.1,32,1.103,3,w1118,m,2,1
35.39,413.82,32,1.103,3,w1118,m,2,1
25.44,439.94,32,1.103,3,w1118,m,2,1
25.29,409.28,32,1.103,3,w1118,m,2,1
318.71,406.88,33,1.138,3,w1118,m,2,1
135.0,473.98,33,1.138,3,w1118,m,2,1
122.67,481.22,33,1.138,3,w1118,m,2,1
122.21,421.02,33,1.138,3,w1118,m,2,1
99.07,462.37,33,1.138,3,w1118,m,2,1
67.01,433.65,33,1.138,3,w1118,m,2,1
62.02,441.21,33,1.138,3,w1118,m,2,1
35.98,413.01,33,1.138,3,w1118,m,2,1
25.39,439.93,33,1.138,3,w1118,m,2,1
25.17,412.86,33,1.138,3,w1118,m,2,1
318.93,407.06,34,1.172,3,w1118,m,2,1
136.1,474.05,34,1.172,3,w1118,m,2,1
128.49,423.96,34,1.172,3,w1118,m,2,1
122.95,481.11,34,1.172,3,w1118,m,2,1
100.99,462.06,34,1.172,3,w1118,m,2,1
67.0,433.66,34,1.172,3,w1118,m,2,1
63.01,441.76,34,1.172,3,w1118,m,2,1
35.35,412.99,34,1.172,3,w1118,m,2,1
25.34,439.9,34,1.172,3,w1118,m,2,1
25.33,411.98,34,1.172,3,w1118,m,2,1
319.97,407.01,35,1.207,3,w1118,m,2,1
140.81,472.96,35,1.207,3,w1118,m,2,1
128.03,423.97,35,1.207,3,w1118,m,2,1
122.04,481.19,35,1.207,3,w1118,m,2,1
105.7,460.99,35,1.207,3,w1118,m,2,1
67.02,433.65,35,1.207,3,w1118,m,2,1
63.04,442.0,35,1.207,3,w1118,m,2,1
35.41,412.81,35,1.207,3,w1118,m,2,1
25.37,411.88,35,1.207,3,w1118,m,2,1
25.31,439.81,35,1.207,3,w1118,m,2,1
321.09,407.15,36,1.241,3,w1118,m,2,1
140.97,472.92,36,1.241,3,w1118,m,2,1
129.27,424.88,36,1.241,3,w1118,m,2,1
125.96,480.75,36,1.241,3,w1118,m,2,1
104.96,461.04,36,1.241,3,w1118,m,2,1
67.01,433.65,36,1.241,3,w1118,m,2,1
66.82,442.75,36,1.241,3,w1118,m,2,1
36.06,411.83,36,1.241,3,w1118,m,2,1
26.1,407.17,36,1.241,3,w1118,m,2,1
25.29,439.93,36,1.241,3,w1118,m,2,1
323.03,407.24,37,1.276,3,w1118,m,2,1
141.13,472.91,37,1.276,3,w1118,m,2,1
134.8,428.05,37,1.276,3,w1118,m,2,1
124.19,481.17,37,1.276,3,w1118,m,2,1
105.06,461.07,37,1.276,3,w1118,m,2,1
67.03,433.67,37,1.276,3,w1118,m,2,1
66.93,443.09,37,1.276,3,w1118,m,2,1
36.17,411.14,37,1.276,3,w1118,m,2,1
26.06,407.11,37,1.276,3,w1118,m,2,1
25.21,439.79,37,1.276,3,w1118,m,2,1
327.89,408.82,38,1.31,3,w1118,m,2,1
144.86,472.28,38,1.31,3,w1118,m,2,1
134.99,428.12,38,1.31,3,w1118,m,2,1
126.14,481.0,38,1.31,3,w1118,m,2,1
105.21,460.83,38,1.31,3,w1118,m,2,1
67.02,433.65,38,1.31,3,w1118,m,2,1
65.06,443.33,38,1.31,3,w1118,m,2,1
37.12,410.67,38,1.31,3,w1118,m,2,1
25.99,407.09,38,1.31,3,w1118,m,2,1
25.15,439.67,38,1.31,3,w1118,m,2,1
328.97,408.9,39,1.345,3,w1118,m,2,1
145.94,472.02,39,1.345,3,w1118,m,2,1
136.13,428.95,39,1.345,3,w1118,m,2,1
131.78,479.09,39,1.345,3,w1118,m,2,1
107.92,460.19,39,1.345,3,w1118,m,2,1
69.79,444.1,39,1.345,3,w1118,m,2,1
67.95,433.75,39,1.345,3,w1118,m,2,1
39.09,410.79,39,1.345,3,w1118,m,2,1
25.99,407.09,39,1.345,3,w1118,m,2,1
24.96,438.87,39,1.345,3,w1118,m,2,1
330.93,409.03,40,1.379,3,w1118,m,2,1
147.12,471.74,40,1.379,3,w1118,m,2,1
137.97,430.08,40,1.379,3,w1118,m,2,1
132.87,479.04,40,1.379,3,w1118,m,2,1
109.04,459.98,40,1.379,3,w1118,m,2,1
71.65,444.73,40,1.379,3,w1118,m,2,1
67.95,433.76,40,1.379,3,w1118,m,2,1
42.99,410.75,40,1.379,3,w1118,m,2,1
26.07,407.96,40,1.379,3,w1118,m,2,1
24.76,438.13,40,1.379,3,w1118,m,2,1
331.06,409.16,41,1.414,3,w1118,m,2,1
149.08,471.69,41,1.414,3,w1118,m,2,1
140.04,431.0,41,1.414,3,w1118,m,2,1
134.8,478.78,41,1.414,3,w1118,m,2,1
112.9,459.09,41,1.414,3,w1118,m,2,1
71.93,444.9,41,1.414,3,w1118,m,2,1
67.03,433.67,41,1.414,3,w1118,m,2,1
44.98,410.74,41,1.414,3,w1118,m,2,1
26.7,407.13,41,1.414,3,w1118,m,2,1
24.52,437.12,41,1.414,3,w1118,m,2,1
333.98,410.03,42,1.448,3,w1118,m,2,1
152.87,471.08,42,1.448,3,w1118,m,2,1
141.87,432.23,42,1.448,3,w1118,m,2,1
133.07,479.2,42,1.448,3,w1118,m,2,1
112.01,459.09,42,1.448,3,w1118,m,2,1
71.08,445.22,42,1.448,3,w1118,m,2,1
69.49,433.82,42,1.448,3,w1118,m,2,1
46.0,411.0,42,1.448,3,w1118,m,2,1
26.8,407.2,42,1.448,3,w1118,m,2,1
23.94,436.1,42,1.448,3,w1118,m,2,1
335.04,410.03,43,1.483,3,w1118,m,2,1
153.1,470.82,43,1.483,3,w1118,m,2,1
144.15,433.82,43,1.483,3,w1118,m,2,1
134.14,479.16,43,1.483,3,w1118,m,2,1
112.06,459.12,43,1.483,3,w1118,m,2,1
72.96,445.7,43,1.483,3,w1118,m,2,1
67.01,433.64,43,1.483,3,w1118,m,2,1
47.05,411.09,43,1.483,3,w1118,m,2,1
25.98,407.91,43,1.483,3,w1118,m,2,1
23.42,434.83,43,1.483,3,w1118,m,2,1
338.88,410.63,44,1.517,3,w1118,m,2,1
155.06,470.68,44,1.517,3,w1118,m,2,1
146.16,435.07,44,1.517,3,w1118,m,2,1
137.96,478.06,44,1.517,3,w1118,m,2,1
112.14,459.06,44,1.517,3,w1118,m,2,1
72.99,445.71,44,1.517,3,w1118,m,2,1
67.01,433.67,44,1.517,3,w1118,m,2,1
49.15,411.17,44,1.517,3,w1118,m,2,1
26.76,408.05,44,1.517,3,w1118,m,2,1
23.27,434.01,44,1.517,3,w1118,m,2,1
339.89,410.92,45,1.552,3,w1118,m,2,1
156.94,470.4,45,1.552,3,w1118,m,2,1
148.1,437.08,45,1.552,3,w1118,m,2,1
140.92,477.41,45,1.552,3,w1118,m,2,1
112.18,458.94,45,1.552,3,w1118,m,2,1
73.05,445.82,45,1.552,3,w1118,m,2,1
67.02,433.65,45,1.552,3,w1118,m,2,1
51.08,411.08,45,1.552,3,w1118,m,2,1
25.34,410.05,45,1.552,3,w1118,m,2,1
22.91,434.0,45,1.552,3,w1118,m,2,1
340.96,411.1,46,1.586,3,w1118,m,2,1
158.81,470.24,46,1.586,3,w1118,m,2,1
151.18,439.8,46,1.586,3,w1118,m,2,1
141.92,477.17,46,1.586,3,w1118,m,2,1
112.15,458.9,46,1.586,3,w1118,m,2,1
73.05,445.85,46,1.586,3,w1118,m,2,1
67.0,433.66,46,1.586,3,w1118,m,2,1
53.14,411.21,46,1.586,3,w1118,m,2,1
25.88,408.85,46,1.586,3,w1118,m,2,1
23.21,433.99,46,1.586,3,w1118,m,2,1
341.96,411.15,47,1.621,3,w1118,m,2,1
159.93,470.3,47,1.621,3,w1118,m,2,1
154.11,441.82,47,1.621,3,w1118,m,2,1
143.83,477.07,47,1.621,3,w1118,m,2,1
112.11,458.87,47,1.621,3,w1118,m,2,1
72.23,445.36,47,1.621,3,w1118,m,2,1
66.99,433.65,47,1.621,3,w1118,m,2,1
55.05,411.46,47,1.621,3,w1118,m,2,1
26.2,407.83,47,1.621,3,w1118,m,2,1
23.47,433.97,47,1.621,3,w1118,m,2,1
344.96,411.97,48,1.655,3,w1118,m,2,1
160.97,470.21,48,1.655,3,w1118,m,2,1
155.0,443.03,48,1.655,3,w1118,m,2,1
143.96,477.15,48,1.655,3,w1118,m,2,1
112.12,458.82,48,1.655,3,w1118,m,2,1
72.22,445.33,48,1.655,3,w1118,m,2,1
66.98,433.65,48,1.655,3,w1118,m,2,1
56.22,411.25,48,1.655,3,w1118,m,2,1
34.05,404.25,48,1.655,3,w1118,m,2,1
25.69,433.29,48,1.655,3,w1118,m,2,1
368.72,411.97,49,1.69,3,w1118,m,2,1
346.81,412.75,49,1.69,3,w1118,m,2,1
162.0,470.08,49,1.69,3,w1118,m,2,1
158.96,446.86,49,1.69,3,w1118,m,2,1
146.9,476.91,49,1.69,3,w1118,m,2,1
112.09,458.82,49,1.69,3,w1118,m,2,1
73.97,445.72,49,1.69,3,w1118,m,2,1
67.0,433.68,49,1.69,3,w1118,m,2,1
58.09,411.64,49,1.69,3,w1118,m,2,1
35.98,404.29,49,1.69,3,w1118,m,2,1
26.0,432.97,49,1.69,3,w1118,m,2,1
346.98,412.94,50,1.724,3,w1118,m,2,1
163.13,470.15,50,1.724,3,w1118,m,2,1
161.84,448.53,50,1.724,3,w1118,m,2,1
145.98,476.8,50,1.724,3,w1118,m,2,1
112.09,458.82,50,1.724,3,w1118,m,2,1
73.97,445.73,50,1.724,3,w1118,m,2,1
66.99,433.73,50,1.724,3,w1118,m,2,1
60.12,412.02,50,1.724,3,w1118,m,2,1
