y,x,frame,t,vial,geno,sex,day,rep
44.29,221.38,29,1.0,2,w1118,m,2,1
28.83,278.09,29,1.0,2,w1118,m,2,1
24.65,238.22,29,1.0,2,w1118,m,2,1
21.8,281.98,29,1.0,2,w1118,m,2,1
113.75,217.82,30,1.034,2,w1118,m,2,1
79.12,291.74,30,1.034,2,w1118,m,2,1
72.72,310.4,30,1.034,2,w1118,m,2,1
67.09,269.04,30,1.034,2,w1118,m,2,1
58.05,218.72,30,1.034,2,w1118,m,2,1
48.94,251.72,30,1.034,2,w1118,m,2,1
46.17,221.16,30,1.034,2,w1118,m,2,1
28.69,276.92,30,1.034,2,w1118,m,2,1
24.72,237.28,30,1.034,2,w1118,m,2,1
21.9,281.93,30,1.034,2,w1118,m,2,1
115.83,217.5,31,1.069,2,w1118,m,2,1
82.05,291.16,31,1.069,2,w1118,m,2,1
74.85,310.43,31,1.069,2,w1118,m,2,1
73.72,267.17,31,1.069,2,w1118,m,2,1
59.84,218.74,31,1.069,2,w1118,m,2,1
48.94,251.21,31,1.069,2,w1118,m,2,1
48.01,220.84,31,1.069,2,w1118,m,2,1
28.32,276.68,31,1.069,2,w1118,m,2,1
24.98,236.34,31,1.069,2,w1118,m,2,1
21.98,282.1,31,1.069,2,w1118,m,2,1
115.94,216.64,32,1.103,2,w1118,m,2,1
84.9,290.22,32,1.103,2,w1118,m,2,1
75.86,266.29,32,1.103,2,w1118,m,2,1
73.13,310.4,32,1.103,2,w1118,m,2,1
59.99,218.55,32,1.103,2,w1118,m,2,1
49.08,220.8,32,1.103,2,w1118,m,2,1
48.99,251.23,32,1.103,2,w1118,m,2,1
28.36,274.98,32,1.103,2,w1118,m,2,1
25.32,235.77,32,1.103,2,w1118,m,2,1
22.87,282.72,32,1.103,2,w1118,m,2,1
116.14,216.32,33,1.138,2,w1118,m,2,1
86.01,289.95,33,1.138,2,w1118,m,2,1
79.75,310.44,33,1.138,2,w1118,m,2,1
78.74,265.29,33,1.138,2,w1118,m,2,1
61.89,218.52,33,1.138,2,w1118,m,2,1
51.02,220.24,33,1.138,2,w1118,m,2,1
49.13,251.1,33,1.138,2,w1118,m,2,1
28.11,274.8,33,1.138,2,w1118,m,2,1
25.51,235.02,33,1.138,2,w1118,m,2,1
22.09,283.07,33,1.138,2,w1118,m,2,1
118.0,216.06,34,1.172,2,w1118,m,2,1
87.13,289.83,34,1.172,2,w1118,m,2,1
78.1,310.37,34,1.172,2,w1118,m,2,1
77.04,266.06,34,1.172,2,w1118,m,2,1
63.55,218.28,34,1.172,2,w1118,m,2,1
52.1,220.24,34,1.172,2,w1118,m,2,1
49.97,251.21,34,1.172,2,w1118,m,2,1
28.01,273.87,34,1.172,2,w1118,m,2,1
26.26,233.74,34,1.172,2,w1118,m,2,1
22.13,283.3,34,1.172,2,w1118,m,2,1
118.5,215.99,35,1.207,2,w1118,m,2,1
90.06,288.97,35,1.207,2,w1118,m,2,1
80.21,310.76,35,1.207,2,w1118,m,2,1
77.97,266.69,35,1.207,2,w1118,m,2,1
64.65,218.24,35,1.207,2,w1118,m,2,1
54.1,220.24,35,1.207,2,w1118,m,2,1
50.14,251.12,35,1.207,2,w1118,m,2,1
28.01,270.29,35,1.207,2,w1118,m,2,1
26.94,232.12,35,1.207,2,w1118,m,2,1
23.14,283.62,35,1.207,2,w1118,m,2,1
121.01,216.05,36,1.241,2,w1118,m,2,1
92.06,288.15,36,1.241,2,w1118,m,2,1
85.88,310.83,36,1.241,2,w1118,m,2,1
81.06,265.25,36,1.241,2,w1118,m,2,1
63.89,218.34,36,1.241,2,w1118,m,2,1
55.16,220.24,36,1.241,2,w1118,m,2,1
52.05,250.81,36,1.241,2,w1118,m,2,1
27.8,270.14,36,1.241,2,w1118,m,2,1
27.18,230.94,36,1.241,2,w1118,m,2,1
25.1,283.1,36,1.241,2,w1118,m,2,1
122.07,216.03,37,1.276,2,w1118,m,2,1
94.07,287.85,37,1.276,2,w1118,m,2,1
85.92,263.83,37,1.276,2,w1118,m,2,1
85.08,310.92,37,1.276,2,w1118,m,2,1
57.08,220.12,37,1.276,2,w1118,m,2,1
53.05,250.77,37,1.276,2,w1118,m,2,1
28.56,226.34,37,1.276,2,w1118,m,2,1
27.63,269.14,37,1.276,2,w1118,m,2,1
26.09,283.39,37,1.276,2,w1118,m,2,1
122.42,216.16,38,1.31,2,w1118,m,2,1
98.9,286.9,38,1.31,2,w1118,m,2,1
89.57,263.35,38,1.31,2,w1118,m,2,1
86.26,310.56,38,1.31,2,w1118,m,2,1
59.65,249.88,38,1.31,2,w1118,m,2,1
59.12,220.09,38,1.31,2,w1118,m,2,1
28.07,225.0,38,1.31,2,w1118,m,2,1
27.97,283.42,38,1.31,2,w1118,m,2,1
27.32,269.79,38,1.31,2,w1118,m,2,1
125.89,216.85,39,1.345,2,w1118,m,2,1
101.61,286.26,39,1.345,2,w1118,m,2,1
91.62,263.77,39,1.345,2,w1118,m,2,1
89.07,311.09,39,1.345,2,w1118,m,2,1
61.84,249.29,39,1.345,2,w1118,m,2,1
61.08,219.63,39,1.345,2,w1118,m,2,1
28.75,223.18,39,1.345,2,w1118,m,2,1
28.75,283.43,39,1.345,2,w1118,m,2,1
26.97,266.24,39,1.345,2,w1118,m,2,1
127.83,216.94,40,1.379,2,w1118,m,2,1
103.78,286.23,40,1.379,2,w1118,m,2,1
90.09,310.98,40,1.379,2,w1118,m,2,1
89.08,263.83,40,1.379,2,w1118,m,2,1
67.66,218.9,40,1.379,2,w1118,m,2,1
60.06,249.03,40,1.379,2,w1118,m,2,1
34.99,284.19,40,1.379,2,w1118,m,2,1
29.16,223.21,40,1.379,2,w1118,m,2,1
26.8,265.13,40,1.379,2,w1118,m,2,1
129.46,217.13,41,1.414,2,w1118,m,2,1
106.73,286.29,41,1.414,2,w1118,m,2,1
95.92,310.77,41,1.414,2,w1118,m,2,1
91.98,263.08,41,1.414,2,w1118,m,2,1
68.54,219.71,41,1.414,2,w1118,m,2,1
63.08,248.27,41,1.414,2,w1118,m,2,1
35.3,283.9,41,1.414,2,w1118,m,2,1
28.81,223.7,41,1.414,2,w1118,m,2,1
26.19,263.87,41,1.414,2,w1118,m,2,1
130.62,217.56,42,1.448,2,w1118,m,2,1
109.49,286.02,42,1.448,2,w1118,m,2,1
97.98,310.79,42,1.448,2,w1118,m,2,1
94.01,262.92,42,1.448,2,w1118,m,2,1
70.8,247.14,42,1.448,2,w1118,m,2,1
64.32,219.79,42,1.448,2,w1118,m,2,1
35.86,284.03,42,1.448,2,w1118,m,2,1
28.83,223.79,42,1.448,2,w1118,m,2,1
25.78,260.93,42,1.448,2,w1118,m,2,1
130.86,217.61,43,1.483,2,w1118,m,2,1
111.61,285.96,43,1.483,2,w1118,m,2,1
100.9,310.97,43,1.483,2,w1118,m,2,1
96.0,263.18,43,1.483,2,w1118,m,2,1
70.06,247.03,43,1.483,2,w1118,m,2,1
66.2,219.5,43,1.483,2,w1118,m,2,1
35.48,284.09,43,1.483,2,w1118,m,2,1
34.01,222.29,43,1.483,2,w1118,m,2,1
25.57,257.11,43,1.483,2,w1118,m,2,1
131.0,217.93,44,1.517,2,w1118,m,2,1
112.02,286.34,44,1.517,2,w1118,m,2,1
101.98,310.78,44,1.517,2,w1118,m,2,1
98.09,261.95,44,1.517,2,w1118,m,2,1
71.16,246.44,44,1.517,2,w1118,m,2,1
68.07,218.89,44,1.517,2,w1118,m,2,1
35.58,284.63,44,1.517,2,w1118,m,2,1
34.89,221.97,44,1.517,2,w1118,m,2,1
25.15,256.72,44,1.517,2,w1118,m,2,1
131.1,217.92,45,1.552,2,w1118,m,2,1
114.04,286.7,45,1.552,2,w1118,m,2,1
104.82,310.71,45,1.552,2,w1118,m,2,1
101.03,260.95,45,1.552,2,w1118,m,2,1
74.1,245.45,45,1.552,2,w1118,m,2,1
74.02,220.88,45,1.552,2,w1118,m,2,1
36.36,284.77,45,1.552,2,w1118,m,2,1
35.18,221.97,45,1.552,2,w1118,m,2,1
24.36,250.45,45,1.552,2,w1118,m,2,1
133.74,218.68,46,1.586,2,w1118,m,2,1
116.94,286.27,46,1.586,2,w1118,m,2,1
106.79,310.42,46,1.586,2,w1118,m,2,1
104.03,261.15,46,1.586,2,w1118,m,2,1
75.05,245.25,46,1.586,2,w1118,m,2,1
74.04,220.82,46,1.586,2,w1118,m,2,1
40.0,285.13,46,1.586,2,w1118,m,2,1
36.07,221.74,46,1.586,2,w1118,m,2,1
23.74,248.89,46,1.586,2,w1118,m,2,1
134.7,218.73,47,1.621,2,w1118,m,2,1
118.1,286.28,47,1.621,2,w1118,m,2,1
110.75,260.9,47,1.621,2,w1118,m,2,1
109.59,310.48,47,1.621,2,w1118,m,2,1
75.14,245.25,47,1.621,2,w1118,m,2,1
74.99,220.78,47,1.621,2,w1118,m,2,1
42.94,285.63,47,1.621,2,w1118,m,2,1
36.22,221.34,47,1.621,2,w1118,m,2,1
23.33,244.46,47,1.621,2,w1118,m,2,1
134.93,218.97,48,1.655,2,w1118,m,2,1
121.01,286.89,48,1.655,2,w1118,m,2,1
110.98,259.93,48,1.655,2,w1118,m,2,1
110.78,310.35,48,1.655,2,w1118,m,2,1
76.09,245.18,48,1.655,2,w1118,m,2,1
75.94,220.88,48,1.655,2,w1118,m,2,1
43.01,285.98,48,1.655,2,w1118,m,2,1
36.4,221.28,48,1.655,2,w1118,m,2,1
22.89,243.12,48,1.655,2,w1118,m,2,1
136.74,219.64,49,1.69,2,w1118,m,2,1
123.94,287.12,49,1.69,2,w1118,m,2,1
115.72,258.66,49,1.69,2,w1118,m,2,1
112.89,310.29,49,1.69,2,w1118,m,2,1
79.67,221.14,49,1.69,2,w1118,m,2,1
77.03,244.96,49,1.69,2,w1118,m,2,1
44.03,286.32,49,1.69,2,w1118,m,2,1
39.32,221.13,49,1.69,2,w1118,m,2,1
22.38,241.83,49,1.69,2,w1118,m,2,1
137.74,219.99,50,1.724,2,w1118,m,2,1
125.99,286.82,50,1.724,2,w1118,m,2,1
117.77,258.6,50,1.724,2,w1118,m,2,1
113.99,310.17,50,1.724,2,w1118,m,2,1
81.53,244.24,50,1.724,2,w1118,m,2,1
79.03,220.9,50,1.724,2,w1118,m,2,1
45.98,286.38,50,1.724,2,w1118,m,2,1
41.14,221.04,50,1.724,2,w1118,m,2,1
22.2,238.17,50,1.724,2,w1118,m,2,1
138.02,219.88,51,1.759,2,w1118,m,2,1
127.99,287.35,51,1.759,2,w1118,m,2,1
117.83,310.35,51,1.759,2,w1118,m,2,1
115.99,259.25,51,1.759,2,w1118,m,2,1
81.77,244.1,51,1.759,2,w1118,m,2,1
80.99,220.85,51,1.759,2,w1118,m,2,1
49.89,286.86,51,1.759,2,w1118,m,2,1
43.97,220.88,51,1.759,2,w1118,m,2,1
22.0,237.13,51,1.759,2,w1118,m,2,1
139.72,220.63,52,1.793,2,w1118,m,2,1
129.16,287.61,52,1.793,2,w1118,m,2,1
121.8,257.33,52,1.793,2,w1118,m,2,1
119.75,310.21,52,1.793,2,w1118,m,2,1
82.02,220.73,52,1.793,2,w1118,m,2,1
80.92,244.22,52,1.793,2,w1118,m,2,1
50.96,287.23,52,1.793,2,w1118,m,2,1
44.97,220.76,52,1.793,2,w1118,m,2,1
21.28,235.2,52,1.793,2,w1118,m,2,1
139.04,220.3,53,1.828,2,w1118,m,2,1
132.03,287.4,53,1.828,2,w1118,m,2,1
121.0,257.22,53,1.828,2,w1118,m,2,1
120.87,310.36,53,1.828,2,w1118,m,2,1
81.09,220.97,53,1.828,2,w1118,m,2,1
80.94,244.2,53,1.828,2,w1118,m,2,1
72.02,216.21,53,1.828,2,w1118,m,2,1
52.9,287.99,53,1.828,2,w1118,m,2,1
45.19,220.26,53,1.828,2,w1118,m,2,1
21.04,233.87,53,1.828,2,w1118,m,2,1
141.09,220.95,54,1.862,2,w1118,m,2,1
134.1,287.06,54,1.862,2,w1118,m,2,1
123.83,309.92,54,1.862,2,w1118,m,2,1
123.0,257.26,54,1.862,2,w1118,m,2,1
82.72,244.0,54,1.862,2,w1118,m,2,1
82.14,220.75,54,1.862,2,w1118,m,2,1
73.06,216.2,54,1.862,2,w1118,m,2,1
52.04,288.08,54,1.862,2,w1118,m,2,1
49.9,220.36,54,1.862,2,w1118,m,2,1
21.19,232.97,54,1.862,2,w1118,m,2,1
142.94,221.01,55,1.897,2,w1118,m,2,1
136.16,287.69,55,1.897,2,w1118,m,2,1
126.98,256.92,55,1.897,2,w1118,m,2,1
125.0,310.26,55,1.897,2,w1118,m,2,1
86.95,220.05,55,1.897,2,w1118,m,2,1
82.74,243.99,55,1.897,2,w1118,m,2,1
73.18,216.16,55,1.897,2,w1118,m,2,1
55.8,288.88,55,1.897,2,w1118,m,2,1
51.86,220.08,55,1.897,2,w1118,m,2,1
21.84,232.92,55,1.897,2,w1118,m,2,1
144.02,220.95,56,1.931,2,w1118,m,2,1
139.01,287.9,56,1.931,2,w1118,m,2,1
130.56,255.34,56,1.931,2,w1118,m,2,1
123.32,310.12,56,1.931,2,w1118,m,2,1
87.99,219.61,56,1.931,2,w1118,m,2,1
82.82,244.01,56,1.931,2,w1118,m,2,1
73.3,216.21,56,1.931,2,w1118,m,2,1
55.9,288.94,56,1.931,2,w1118,m,2,1
52.0,219.95,56,1.931,2,w1118,m,2,1
21.08,233.71,56,1.931,2,w1118,m,2,1
146.97,222.01,57,1.966,2,w1118,m,2,1
141.04,287.6,57,1.966,2,w1118,m,2,1
127.14,255.89,57,1.966,2,w1118,m,2,1
126.13,310.03,57,1.966,2,w1118,m,2,1
89.02,220.04,57,1.966,2,w1118,m,2,1
79.05,244.4,57,1.966,2,w1118,m,2,1
74.17,216.37,57,1.966,2,w1118,m,2,1
56.98,289.19,57,1.966,2,w1118,m,2,1
53.93,219.87,57,1.966,2,w1118,m,2,1
22.76,231.94,57,1.966,2,w1118,m,2,1
147.15,222.04,58,2.0,2,w1118,m,2,1
143.09,287.12,58,2.0,2,w1118,m,2,1
130.98,255.08,58,2.0,2,w1118,m,2,1
127.17,309.81,58,2.0,2,w1118,m,2,1
87.18,219.98,58,2.0,2,w1118,m,2,1
78.18,244.38,58,2.0,2,w1118,m,2,1
74.23,216.27,58,2.0,2,w1118,m,2,1
58.94,289.76,58,2.0,2,w1118,m,2,1
55.91,219.94,58,2.0,2,w1118,m,2,1
22.93,231.19,58,2.0,2,w1118,m,2,1
149.05,222.23,59,2.034,2,w1118,m,2,1
145.98,287.43,59,2.034,2,w1118,m,2,1
132.08,255.85,59,2.034,2,w1118,m,2,1
129.17,310.04,59,2.034,2,w1118,m,2,1
88.21,219.86,59,2.034,2,w1118,m,2,1
79.05,244.25,59,2.034,2,w1118,m,2,1
74.37,216.27,59,2.034,2,w1118,m,2,1
59.02,290.03,59,2.034,2,w1118,m,2,1
56.99,219.78,59,2.034,2,w1118,m,2,1
22.91,231.14,59,2.034,2,w1118,m,2,1
154.68,223.78,60,2.069,2,w1118,m,2,1
148.0,287.21,60,2.069,2,w1118,m,2,1
139.63,253.32,60,2.069,2,w1118,m,2,1
134.9,309.36,60,2.069,2,w1118,m,2,1
90.06,219.34,60,2.069,2,w1118,m,2,1
79.98,244.07,60,2.069,2,w1118,m,2,1
74.39,216.33,60,2.069,2,w1118,m,2,1
60.94,290.78,60,2.069,2,w1118,m,2,1
57.06,219.62,60,2.069,2,w1118,m,2,1
20.91,233.53,60,2.069,2,w1118,m,2,1
154.05,223.83,61,2.103,2,w1118,m,2,1
151.92,286.27,61,2.103,2,w1118,m,2,1
137.98,252.87,61,2.103,2,w1118,m,2,1
136.88,309.29,61,2.103,2,w1118,m,2,1
91.1,219.18,61,2.103,2,w1118,m,2,1
80.08,243.92,61,2.103,2,w1118,m,2,1
74.49,216.17,61,2.103,2,w1118,m,2,1
61.92,290.86,61,2.103,2,w1118,m,2,1
57.12,219.42,61,2.103,2,w1118,m,2,1
22.73,231.2,61,2.103,2,w1118,m,2,1
154.92,224.04,62,2.138,2,w1118,m,2,1
154.87,286.64,62,2.138,2,w1118,m,2,1
140.13,253.31,62,2.138,2,w1118,m,2,1
138.99,308.97,62,2.138,2,w1118,m,2,1
92.13,219.0,62,2.138,2,w1118,m,2,1
84.89,243.07,62,2.138,2,w1118,m,2,1
74.5,216.18,62,2.138,2,w1118,m,2,1
62.0,290.88,62,2.138,2,w1118,m,2,1
58.31,219.15,62,2.138,2,w1118,m,2,1
22.08,232.29,62,2.138,2,w1118,m,2,1
156.96,286.93,63,2.172,2,w1118,m,2,1
156.09,224.87,63,2.172,2,w1118,m,2,1
143.0,253.29,63,2.172,2,w1118,m,2,1
141.81,308.84,63,2.172,2,w1118,m,2,1
94.2,219.09,63,2.172,2,w1118,m,2,1
83.07,243.04,63,2.172,2,w1118,m,2,1
75.16,216.21,63,2.172,2,w1118,m,2,1
63.05,291.14,63,2.172,2,w1118,m,2,1
60.11,219.11,63,2.172,2,w1118,m,2,1
21.87,232.0,63,2.172,2,w1118,m,2,1
160.59,227.88,64,2.207,2,w1118,m,2,1
158.02,286.68,64,2.207,2,w1118,m,2,1
144.13,252.24,64,2.207,2,w1118,m,2,1
142.06,308.71,64,2.207,2,w1118,m,2,1
96.04,218.79,64,2.207,2,w1118,m,2,1
86.93,242.76,64,2.207,2,w1118,m,2,1
76.05,216.23,64,2.207,2,w1118,m,2,1
64.02,291.12,64,2.207,2,w1118,m,2,1
62.04,218.78,64,2.207,2,w1118,m,2,1
21.82,231.75,64,2.207,2,w1118,m,2,1
161.06,228.7,65,2.241,2,w1118,m,2,1
160.97,286.32,65,2.241,2,w1118,m,2,1
146.08,251.02,65,2.241,2,w1118,m,2,1
145.76,308.24,65,2.241,2,w1118,m,2,1
96.34,218.39,65,2.241,2,w1118,m,2,1
89.92,243.01,65,2.241,2,w1118,m,2,1
76.19,216.14,65,2.241,2,w1118,m,2,1
65.08,291.71,65,2.241,2,w1118,m,2,1
63.02,218.87,65,2.241,2,w1118,m,2,1
21.89,231.41,65,2.241,2,w1118,m,2,1
162.01,287.14,66,2.276,2,w1118,m,2,1
160.0,228.03,66,2.276,2,w1118,m,2,1
148.15,250.89,66,2.276,2,w1118,m,2,1
146.98,308.13,66,2.276,2,w1118,m,2,1
98.22,218.4,66,2.276,2,w1118,m,2,1
90.03,243.0,66,2.276,2,w1118,m,2,1
76.27,216.06,66,2.276,2,w1118,m,2,1
66.07,291.92,66,2.276,2,w1118,m,2,1
64.02,218.8,66,2.276,2,w1118,m,2,1
22.01,232.26,66,2.276,2,w1118,m,2,1
165.9,287.24,67,2.31,2,w1118,m,2,1
161.82,230.87,67,2.31,2,w1118,m,2,1
150.15,251.37,67,2.31,2,w1118,m,2,1
148.91,308.1,67,2.31,2,w1118,m,2,1
99.29,218.25,67,2.31,2,w1118,m,2,1
92.05,243.92,67,2.31,2,w1118,m,2,1
76.55,216.13,67,2.31,2,w1118,m,2,1
67.17,292.09,67,2.31,2,w1118,m,2,1
66.8,218.71,67,2.31,2,w1118,m,2,1
22.82,231.75,67,2.31,2,w1118,m,2,1
166.12,286.76,68,2.345,2,w1118,m,2,1
161.02,230.25,68,2.345,2,w1118,m,2,1
154.99,250.04,68,2.345,2,w1118,m,2,1
149.96,307.94,68,2.345,2,w1118,m,2,1
100.36,218.26,68,2.345,2,w1118,m,2,1
96.78,246.93,68,2.345,2,w1118,m,2,1
77.55,216.33,68,2.345,2,w1118,m,2,1
69.95,293.0,68,2.345,2,w1118,m,2,1
66.95,218.79,68,2.345,2,w1118,m,2,1
21.99,231.28,68,2.345,2,w1118,m,2,1
170.83,286.69,69,2.379,2,w1118,m,2,1
161.88,231.99,69,2.379,2,w1118,m,2,1
155.98,249.11,69,2.379,2,w1118,m,2,1
151.03,307.86,69,2.379,2,w1118,m,2,1
102.32,218.21,69,2.379,2,w1118,m,2,1
95.01,245.92,69,2.379,2,w1118,m,2,1
81.06,217.24,69,2.379,2,w1118,m,2,1
70.96,293.15,69,2.379,2,w1118,m,2,1
67.89,218.68,69,2.379,2,w1118,m,2,1
22.1,231.22,69,2.379,2,w1118,m,2,1
171.03,287.29,70,2.414,2,w1118,m,2,1
161.85,233.09,70,2.414,2,w1118,m,2,1
159.93,248.13,70,2.414,2,w1118,m,2,1
151.11,307.82,70,2.414,2,w1118,m,2,1
106.98,217.95,70,2.414,2,w1118,m,2,1
95.07,246.08,70,2.414,2,w1118,m,2,1
72.01,293.72,70,2.414,2,w1118,m,2,1
68.64,218.58,70,2.414,2,w1118,m,2,1
23.02,231.12,70,2.414,2,w1118,m,2,1
172.12,287.64,71,2.448,2,w1118,m,2,1
163.0,234.97,71,2.448,2,w1118,m,2,1
162.92,248.94,71,2.448,2,w1118,m,2,1
153.1,307.69,71,2.448,2,w1118,m,2,1
105.05,217.63,71,2.448,2,w1118,m,2,1
97.64,247.93,71,2.448,2,w1118,m,2,1
81.05,217.36,71,2.448,2,w1118,m,2,1
73.02,293.97,71,2.448,2,w1118,m,2,1
68.04,218.32,71,2.448,2,w1118,m,2,1
23.94,231.73,71,2.448,2,w1118,m,2,1
173.16,287.53,72,2.483,2,w1118,m,2,1
163.94,249.07,72,2.483,2,w1118,m,2,1
163.12,236.1,72,2.483,2,w1118,m,2,1
157.91,307.01,72,2.483,2,w1118,m,2,1
106.11,217.73,72,2.483,2,w1118,m,2,1
97.74,247.85,72,2.483,2,w1118,m,2,1
81.2,217.33,72,2.483,2,w1118,m,2,1
74.02,294.19,72,2.483,2,w1118,m,2,1
68.15,218.06,72,2.483,2,w1118,m,2,1
24.86,231.71,72,2.483,2,w1118,m,2,1
178.76,287.66,73,2.517,2,w1118,m,2,1
165.93,248.16,73,2.517,2,w1118,m,2,1
163.87,238.01,73,2.517,2,w1118,m,2,1
159.94,306.79,73,2.517,2,w1118,m,2,1
107.21,217.79,73,2.517,2,w1118,m,2,1
98.19,247.8,73,2.517,2,w1118,m,2,1
81.44,217.42,73,2.517,2,w1118,m,2,1
76.92,294.82,73,2.517,2,w1118,m,2,1
68.74,218.1,73,2.517,2,w1118,m,2,1
25.02,231.06,73,2.517,2,w1118,m,2,1
180.81,288.08,74,2.552,2,w1118,m,2,1
163.95,239.01,74,2.552,2,w1118,m,2,1
162.76,306.42,74,2.552,2,w1118,m,2,1
112.9,217.71,74,2.552,2,w1118,m,2,1
98.86,248.04,74,2.552,2,w1118,m,2,1
77.04,294.94,74,2.552,2,w1118,m,2,1
69.05,217.95,74,2.552,2,w1118,m,2,1
27.93,231.83,74,2.552,2,w1118,m,2,1
181.94,288.44,75,2.586,2,w1118,m,2,1
164.95,240.72,75,2.586,2,w1118,m,2,1
164.78,306.35,75,2.586,2,w1118,m,2,1
114.95,217.94,75,2.586,2,w1118,m,2,1
105.71,252.62,75,2.586,2,w1118,m,2,1
78.01,295.3,75,2.586,2,w1118,m,2,1
69.32,217.75,75,2.586,2,w1118,m,2,1
33.81,233.57,75,2.586,2,w1118,m,2,1
183.94,288.22,76,2.621,2,w1118,m,2,1
172.99,248.04,76,2.621,2,w1118,m,2,1
165.92,305.93,76,2.621,2,w1118,m,2,1
165.57,241.95,76,2.621,2,w1118,m,2,1
115.96,217.71,76,2.621,2,w1118,m,2,1
105.94,252.66,76,2.621,2,w1118,m,2,1
82.24,217.53,76,2.621,2,w1118,m,2,1
79.12,295.61,76,2.621,2,w1118,m,2,1
69.85,217.46,76,2.621,2,w1118,m,2,1
34.07,233.12,76,2.621,2,w1118,m,2,1
185.06,288.23,77,2.655,2,w1118,m,2,1
172.11,247.89,77,2.655,2,w1118,m,2,1
166.92,306.02,77,2.655,2,w1118,m,2,1
165.88,242.83,77,2.655,2,w1118,m,2,1
116.99,217.73,77,2.655,2,w1118,m,2,1
105.46,252.16,77,2.655,2,w1118,m,2,1
82.28,217.57,77,2.655,2,w1118,m,2,1
81.03,295.94,77,2.655,2,w1118,m,2,1
70.1,217.44,77,2.655,2,w1118,m,2,1
34.94,232.69,77,2.655,2,w1118,m,2,1
186.97,289.25,78,2.69,2,w1118,m,2,1
177.76,246.12,78,2.69,2,w1118,m,2,1
166.21,244.02,78,2.69,2,w1118,m,2,1
166.04,306.07,78,2.69,2,w1118,m,2,1
114.13,217.29,78,2.69,2,w1118,m,2,1
105.88,252.32,78,2.69,2,w1118,m,2,1
85.72,296.92,78,2.69,2,w1118,m,2,1
84.75,217.2,78,2.69,2,w1118,m,2,1
70.13,217.46,78,2.69,2,w1118,m,2,1
35.08,232.73,78,2.69,2,w1118,m,2,1
189.96,289.95,79,2.724,2,w1118,m,2,1
175.99,246.14,79,2.724,2,w1118,m,2,1
168.01,306.03,79,2.724,2,w1118,m,2,1
167.28,245.23,79,2.724,2,w1118,m,2,1
115.26,217.34,79,2.724,2,w1118,m,2,1
105.95,252.23,79,2.724,2,w1118,m,2,1
84.77,217.18,79,2.724,2,w1118,m,2,1
84.18,296.91,79,2.724,2,w1118,m,2,1
35.27,233.3,79,2.724,2,w1118,m,2,1
193.65,289.85,80,2.759,2,w1118,m,2,1
177.07,247.01,80,2.759,2,w1118,m,2,1
169.96,251.99,80,2.759,2,w1118,m,2,1
169.04,305.96,80,2.759,2,w1118,m,2,1
119.97,217.14,80,2.759,2,w1118,m,2,1
105.98,252.21,80,2.759,2,w1118,m,2,1
86.01,298.1,80,2.759,2,w1118,m,2,1
84.75,217.25,80,2.759,2,w1118,m,2,1
38.0,233.1,80,2.759,2,w1118,m,2,1
196.58,290.09,81,2.793,2,w1118,m,2,1
179.16,247.35,81,2.793,2,w1118,m,2,1
170.1,305.72,81,2.793,2,w1118,m,2,1
170.09,251.9,81,2.793,2,w1118,m,2,1
122.03,216.97,81,2.793,2,w1118,m,2,1
106.15,251.94,81,2.793,2,w1118,m,2,1
88.91,298.76,81,2.793,2,w1118,m,2,1
84.79,217.06,81,2.793,2,w1118,m,2,1
39.07,233.29,81,2.793,2,w1118,m,2,1
195.15,290.83,82,2.828,2,w1118,m,2,1
181.05,245.83,82,2.828,2,w1118,m,2,1
174.03,304.82,82,2.828,2,w1118,m,2,1
171.02,253.0,82,2.828,2,w1118,m,2,1
121.99,217.09,82,2.828,2,w1118,m,2,1
106.18,251.88,82,2.828,2,w1118,m,2,1
89.96,298.83,82,2.828,2,w1118,m,2,1
84.81,217.11,82,2.828,2,w1118,m,2,1
41.01,233.39,82,2.828,2,w1118,m,2,1
200.64,291.83,83,2.862,2,w1118,m,2,1
182.0,244.72,83,2.862,2,w1118,m,2,1
177.86,304.35,83,2.862,2,w1118,m,2,1
173.85,257.88,83,2.862,2,w1118,m,2,1
120.11,217.06,83,2.862,2,w1118,m,2,1
106.14,251.94,83,2.862,2,w1118,m,2,1
90.99,299.24,83,2.862,2,w1118,m,2,1
85.49,216.91,83,2.862,2,w1118,m,2,1
42.99,234.04,83,2.862,2,w1118,m,2,1
200.01,291.24,84,2.897,2,w1118,m,2,1
184.14,244.28,84,2.897,2,w1118,m,2,1
179.87,304.09,84,2.897,2,w1118,m,2,1
173.18,256.9,84,2.897,2,w1118,m,2,1
121.16,216.78,84,2.897,2,w1118,m,2,1
106.17,251.93,84,2.897,2,w1118,m,2,1
92.98,299.79,84,2.897,2,w1118,m,2,1
85.41,216.91,84,2.897,2,w1118,m,2,1
44.15,233.79,84,2.897,2,w1118,m,2,1
204.73,292.25,85,2.931,2,w1118,m,2,1
188.99,244.1,85,2.931,2,w1118,m,2,1
179.93,304.04,85,2.931,2,w1118,m,2,1
174.03,257.97,85,2.931,2,w1118,m,2,1
122.07,216.2,85,2.931,2,w1118,m,2,1
106.24,251.83,85,2.931,2,w1118,m,2,1
92.99,300.12,85,2.931,2,w1118,m,2,1
85.52,216.92,85,2.931,2,w1118,m,2,1
46.06,234.22,85,2.931,2,w1118,m,2,1
204.03,292.89,86,2.966,2,w1118,m,2,1
