geno,condition,rack,day,rep,vial_ID,first_frame,last_frame,slope,intercept,r_value,p_value,std_err
Mau,Ex,b,12,3,Mau_Ex_b_2,40,92,2.9903,87.1232,0.9792,0.0,0.0537
Mau,Ex,b,12,3,Mau_Ex_b_3,30,82,2.322,45.7088,0.9694,0.0,0.0509
Mau,Ex,b,12,3,Mau_Ex_b_4,10,62,2.8167,45.7477,0.977,0.0,0.0532
Mau,Ex,b,12,3,Mau_Ex_b_5,16,68,1.9009,83.2376,0.9890000000000001,0.0,0.0246
Mau,Ex,b,12,3,Mau_Ex_b_6,12,64,2.4621,59.8616,0.9869,0.0,0.0349
Mau,Ex,b,12,3,Mau_Ex_b_all,27,79,2.3794,66.681,0.995,0.0,0.0207
Mau,Un,a,12,1,Mau_Un_a_1,5,57,1.114,120.4323,0.8672,0.0,0.0554
Mau,Un,a,12,1,Mau_Un_a_2,13,65,2.0017,69.806,0.9555,0.0,0.0535
Mau,Un,a,12,1,Mau_Un_a_3,29,81,1.9295,53.9069,0.9935,0.0,0.0191
Mau,Un,a,12,1,Mau_Un_a_4,3,55,2.1126,29.7734,0.9715,0.0,0.0446
Mau,Un,a,12,1,Mau_Un_a_5,35,87,2.6945,-8.6086,0.9872,0.0,0.0377
Mau,Un,a,12,1,Mau_Un_a_6,11,63,1.3832,12.2709,0.992,0.0,0.0152
Mau,Un,a,12,1,Mau_Un_a_all,31,83,1.6565,49.9956,0.9948,0.0,0.0147
Mau,Un,a,12,2,Mau_Un_a_1,53,105,2.0581,50.8793,0.9065,0.0,0.083
Mau,Un,a,12,2,Mau_Un_a_2,34,86,3.0952,55.4531,0.9772,0.0,0.0582
Mau,Un,a,12,2,Mau_Un_a_3,36,88,2.4449,59.4298,0.9745,0.0,0.0487
Mau,Un,a,12,2,Mau_Un_a_4,60,112,2.4902,-1.6072,0.9520000000000001,0.0,0.0693
Mau,Un,a,12,2,Mau_Un_a_5,17,69,3.0071,24.3449,0.9773,0.0,0.0565
Mau,Un,a,12,2,Mau_Un_a_6,39,91,1.2624,-0.9458,0.9814,0.0,0.0214
Mau,Un,a,12,2,Mau_Un_a_all,38,90,2.1011,43.9754,0.9914,0.0,0.0241
Mau,Un,a,12,3,Mau_Un_a_1,46,98,2.0685,43.0555,0.9319,0.0,0.0697
Mau,Un,a,12,3,Mau_Un_a_2,51,103,2.9583,40.4773,0.9743,0.0,0.0592
Mau,Un,a,12,3,Mau_Un_a_3,10,62,2.2624,77.7492,0.9841,0.0,0.0353
Mau,Un,a,12,3,Mau_Un_a_4,0,52,1.3912,49.693999999999996,0.9443,0.0,0.042
Mau,Un,a,12,3,Mau_Un_a_5,9,61,3.6996,25.7393,0.9878,0.0,0.0504
Mau,Un,a,12,3,Mau_Un_a_6,43,95,3.4104,-12.1008,0.9318,0.0,0.115
Mau,Un,a,12,3,Mau_Un_a_all,46,98,2.0827,57.6453,0.9874,0.0,0.0289
Mau,Un,b,12,1,Mau_Un_b_1,32,84,2.6334,7.3416,0.9772,0.0,0.0496
Mau,Un,b,12,1,Mau_Un_b_2,12,64,3.0682,73.8653,0.9468,0.0,0.0903
Mau,Un,b,12,1,Mau_Un_b_3,26,78,3.3818,13.1361,0.9927,0.0,0.0357
Mau,Un,b,12,1,Mau_Un_b_4,40,92,2.8048,41.9706,0.9921,0.0,0.0307
Mau,Un,b,12,1,Mau_Un_b_5,21,73,2.1278,4.0588,0.9903,0.0,0.0258
Mau,Un,b,12,1,Mau_Un_b_6,0,52,1.3478,40.1333,0.9543,0.0,0.0365
Mau,Un,b,12,1,Mau_Un_b_all,12,64,2.1854,40.1122,0.9931,0.0,0.0223
Mau,Un,b,12,2,Mau_Un_b_1,0,52,2.9769,46.7809,0.9717,0.0,0.0626
Mau,Un,b,12,2,Mau_Un_b_2,29,81,2.657,86.915,0.9858,0.0,0.0392
Mau,Un,b,12,2,Mau_Un_b_3,11,63,3.4036,64.9719,0.9982,0.0,0.0179
Mau,Un,b,12,2,Mau_Un_b_4,1,53,3.8725,65.8658,0.9954,0.0,0.0324
Mau,Un,b,12,2,Mau_Un_b_5,15,67,2.2030000000000003,31.9553,0.985,0.0,0.0334
Mau,Un,b,12,2,Mau_Un_b_6,0,52,1.7686,19.0191,0.9894,0.0,0.0225
Mau,Un,b,12,2,Mau_Un_b_all,0,52,2.6536,57.1167,0.9952,0.0,0.0225
Mau,Un,b,12,3,Mau_Un_b_1,4,56,2.3689,51.0682,0.9674,0.0,0.0537
Mau,Un,b,12,3,Mau_Un_b_2,24,76,3.3686,59.9866,0.9938,0.0,0.0326
Mau,Un,b,12,3,Mau_Un_b_3,35,87,3.2503,83.447,0.9790000000000001,0.0,0.0586
Mau,Un,b,12,3,Mau_Un_b_4,7,59,3.8599,71.4568,0.9933,0.0,0.039
Mau,Un,b,12,3,Mau_Un_b_5,36,88,2.1023,33.4923,0.9758,0.0,0.0408
Mau,Un,b,12,3,Mau_Un_b_6,34,86,1.7675,14.0049,0.9471,0.0,0.0518
Mau,Un,b,12,3,Mau_Un_b_all,0,52,2.2069,68.6342,0.9946,0.0,0.0199
OreR,Ex,a,12,1,OreR_Ex_a_1,8,60,1.4638,38.286,0.9638,0.0,0.035
OreR,Ex,a,12,1,OreR_Ex_a_2,28,80,3.5046,6.8983,0.9952,0.0,0.0299
OreR,Ex,a,12,1,OreR_Ex_a_3,2,54,1.6344,67.4623,0.9675,0.0,0.037000000000000005
OreR,Ex,a,12,1,OreR_Ex_a_4,5,57,1.3837,23.635,0.9818,0.0,0.0232
OreR,Ex,a,12,1,OreR_Ex_a_5,9,61,1.3171,22.7901,0.9788,0.0,0.0239
OreR,Ex,a,12,1,OreR_Ex_a_6,0,52,1.4628,29.8743,0.9661,0.0,0.0338
OreR,Ex,a,12,1,OreR_Ex_a_all,6,58,1.6591,35.4537,0.9941,0.0,0.0157
OreR,Ex,a,12,2,OreR_Ex_a_1,73,125,2.613,-22.0213,0.9017,0.0,0.1085
OreR,Ex,a,12,2,OreR_Ex_a_2,6,58,1.6923,50.7886,0.9362,0.0,0.055
OreR,Ex,a,12,2,OreR_Ex_a_3,23,75,2.4914,11.9804,0.9886,0.0,0.0328
OreR,Ex,a,12,2,OreR_Ex_a_4,2,54,1.6313,37.6821,0.9445,0.0,0.0491
OreR,Ex,a,12,2,OreR_Ex_a_5,49,101,2.4453,-18.2179,0.9663,0.0,0.0564
OreR,Ex,a,12,2,OreR_Ex_a_6,81,133,1.6321,3.0147,0.9824,0.0,0.0268
OreR,Ex,a,12,2,OreR_Ex_a_all,42,94,1.7866,26.0475,0.9954,0.0,0.0149
OreR,Ex,a,12,3,OreR_Ex_a_1,28,80,2.1957,46.845,0.9616,0.0,0.0543
OreR,Ex,a,12,3,OreR_Ex_a_2,3,55,3.0852,20.851999999999997,0.9833,0.0,0.0494
OreR,Ex,a,12,3,OreR_Ex_a_3,10,62,3.715,32.6249,0.9963,0.0,0.0278
OreR,Ex,a,12,3,OreR_Ex_a_4,42,94,2.2418,10.7751,0.977,0.0,0.0424
OreR,Ex,a,12,3,OreR_Ex_a_5,23,75,1.8504,22.0064,0.9661,0.0,0.0428
OreR,Ex,a,12,3,OreR_Ex_a_6,47,99,1.7316,36.9955,0.9725,0.0,0.0359
OreR,Ex,a,12,3,OreR_Ex_a_all,28,80,2.2706,34.0339,0.9946,0.0,0.0206
OreR,Ex,b,12,1,OreR_Ex_b_1,82,134,0.2033,-4.4944,0.8629,0.0,0.0103
OreR,Ex,b,12,1,OreR_Ex_b_2,18,70,3.0867,6.88,0.9463,0.0,0.0913
OreR,Ex,b,12,1,OreR_Ex_b_3,33,85,2.2430000000000003,37.2413,0.9931,0.0,0.023
OreR,Ex,b,12,1,OreR_Ex_b_4,29,81,1.1271,25.77,0.9925,0.0,0.012
OreR,Ex,b,12,1,OreR_Ex_b_5,43,95,1.2081,10.5031,0.9617,0.0,0.0298
OreR,Ex,b,12,1,OreR_Ex_b_6,13,65,0.6891,9.9174,0.9555,0.0,0.0184
OreR,Ex,b,12,1,OreR_Ex_b_all,29,81,1.2406,24.956,0.9931,0.0,0.0127
OreR,Ex,b,12,2,OreR_Ex_b_1,6,58,0.1779,4.2141,0.7306,0.0,0.0145
OreR,Ex,b,12,2,OreR_Ex_b_2,65,117,3.7903,-81.9332,0.9721,0.0,0.0792
OreR,Ex,b,12,2,OreR_Ex_b_3,36,88,2.6974,23.5666,0.9852,0.0,0.0406
OreR,Ex,b,12,2,OreR_Ex_b_4,25,77,2.1855,27.2312,0.9774,0.0,0.0409
OreR,Ex,b,12,2,OreR_Ex_b_5,52,104,1.6379,-4.8456,0.9638,0.0,0.0393
OreR,Ex,b,12,2,OreR_Ex_b_6,14,66,1.2626,5.8734,0.9357,0.0,0.0412
OreR,Ex,b,12,2,OreR_Ex_b_all,14,66,1.6777,21.7339,0.993,0.0,0.0173
OreR,Ex,b,12,3,OreR_Ex_b_1,50,102,0.3018,5.3806,0.9516,0.0,0.0084
OreR,Ex,b,12,3,OreR_Ex_b_2,9,61,2.8834,18.1443,0.9348,0.0,0.0949
OreR,Ex,b,12,3,OreR_Ex_b_3,1,53,1.7078,39.8205,0.9735,0.0,0.0347
OreR,Ex,b,12,3,OreR_Ex_b_4,7,59,1.5534,28.638,0.9873,0.0,0.0216
OreR,Ex,b,12,3,OreR_Ex_b_5,0,52,1.0219,42.5758,0.9746,0.0,0.0203
OreR,Ex,b,12,3,OreR_Ex_b_6,82,134,0.7653,35.5872,0.9362,0.0,0.0249
OreR,Ex,b,12,3,OreR_Ex_b_all,19,71,1.4013,33.6402,0.9936,0.0,0.0138
OreR,Un,a,12,1,OreR_Un_a_1,12,64,2.3173,39.7688,0.9659,0.0,0.0538
OreR,Un,a,12,1,OreR_Un_a_2,71,123,2.63,29.9213,0.9885,0.0,0.0349
OreR,Un,a,12,1,OreR_Un_a_3,3,55,2.6537,37.2555,0.9897,0.0,0.0332
OreR,Un,a,12,1,OreR_Un_a_4,0,52,2.7791,29.0548,0.9863,0.0,0.0403
OreR,Un,a,12,1,OreR_Un_a_5,45,97,1.3286,36.3388,0.9645,0.0,0.0315
OreR,Un,a,12,1,OreR_Un_a_6,64,116,0.8395,2.2795,0.9213,0.0,0.0307
OreR,Un,a,12,1,OreR_Un_a_all,7,59,2.2109,33.3023,0.9937,0.0,0.0216
OreR,Un,a,12,2,OreR_Un_a_1,38,90,1.8136,32.2376,0.9915,0.0,0.0207
OreR,Un,a,12,2,OreR_Un_a_2,2,54,2.7927,30.5287,0.9856,0.0,0.0415
OreR,Un,a,12,2,OreR_Un_a_3,0,52,2.6861,54.8802,0.9776,0.0,0.0501
OreR,Un,a,12,2,OreR_Un_a_4,0,52,2.4949,25.6156,0.9935,0.0,0.0247
OreR,Un,a,12,2,OreR_Un_a_5,38,90,1.2682,18.637,0.9389,0.0,0.0402
OreR,Un,a,12,2,OreR_Un_a_6,63,115,1.4731,-2.4883,0.9587,0.0,0.0379
OreR,Un,a,12,2,OreR_Un_a_all,3,55,1.8631,34.8375,0.9906,0.0,0.0222
OreR,Un,a,12,3,OreR_Un_a_1,68,120,2.5481,23.1572,0.9723,0.0,0.0531
OreR,Un,a,12,3,OreR_Un_a_2,11,63,3.9524,34.703,0.9849,0.0,0.0601
OreR,Un,a,12,3,OreR_Un_a_3,65,117,1.6878,42.9049,0.9897,0.0,0.0211
OreR,Un,a,12,3,OreR_Un_a_4,20,72,1.6755,25.6015,0.9763,0.0,0.0322
OreR,Un,a,12,3,OreR_Un_a_5,71,123,1.7908,13.6507,0.9876,0.0,0.0246
OreR,Un,a,12,3,OreR_Un_a_6,63,115,1.2102,6.2559,0.9228,0.0,0.0437
OreR,Un,a,12,3,OreR_Un_a_all,30,82,1.6166,47.6771,0.988,0.0,0.0219
OreR,Un,b,12,1,OreR_Un_b_1,37,89,1.7453,31.7089,0.9536,0.0,0.0477
OreR,Un,b,12,1,OreR_Un_b_2,83,135,2.0901,39.6387,0.9989,0.0,0.0085
OreR,Un,b,12,1,OreR_Un_b_3,15,67,2.2556,44.503,0.9861,0.0,0.0329
OreR,Un,b,12,1,OreR_Un_b_4,57,109,2.1642,-12.8891,0.9933,0.0,0.0217
OreR,Un,b,12,1,OreR_Un_b_5,50,102,2.1139,28.7878,0.9886,0.0,0.0279
OreR,Un,b,12,1,OreR_Un_b_6,44,96,1.7479,8.3745,0.9737,0.0,0.0354
OreR,Un,b,12,1,OreR_Un_b_all,46,98,1.8736,30.9321,0.9952,0.0,0.016
OreR,Un,b,12,2,OreR_Un_b_1,28,80,3.4216,-10.3136,0.9931,0.0,0.035
OreR,Un,b,12,2,OreR_Un_b_2,44,96,1.6116,20.7422,0.9668,0.0,0.0369
OreR,Un,b,12,2,OreR_Un_b_3,47,99,2.0262,48.5096,0.975,0.0,0.0399
OreR,Un,b,12,2,OreR_Un_b_4,65,117,2.1655,8.8582,0.9938,0.0,0.021
OreR,Un,b,12,2,OreR_Un_b_5,32,84,1.9142,22.7034,0.9958,0.0,0.0152
OreR,Un,b,12,2,OreR_Un_b_6,0,52,1.5066,25.5018,0.9662,0.0,0.0348
OreR,Un,b,12,2,OreR_Un_b_all,22,74,1.8485,28.8709,0.996,0.0,0.0144
OreR,Un,b,12,3,OreR_Un_b_1,32,84,2.142,-8.4596,0.9839,0.0,0.0336
OreR,Un,b,12,3,OreR_Un_b_2,78,130,2.2193,-66.7763,0.9742,0.0,0.0445
OreR,Un,b,12,3,OreR_Un_b_3,3,55,1.9758,29.6282,0.9679,0.0,0.0444
OreR,Un,b,12,3,OreR_Un_b_4,76,128,2.6439999999999997,-31.3902,0.9634,0.0,0.0637
OreR,Un,b,12,3,OreR_Un_b_5,14,66,1.2438,25.2094,0.9657,0.0,0.0289
OreR,Un,b,12,3,OreR_Un_b_6,9,61,0.8615,37.6648,0.8489,0.0,0.0464
OreR,Un,b,12,3,OreR_Un_b_all,14,66,1.3491,24.2703,0.9929,0.0,0.013999999999999999
SiI,Ex,a,12,1,SiI_Ex_a_1,26,78,0.7751,38.1794,0.9039,0.0,0.0318
SiI,Ex,a,12,1,SiI_Ex_a_2,8,60,0.4378,12.0792,0.9429,0.0,0.0134
SiI,Ex,a,12,1,SiI_Ex_a_3,55,107,1.5901,-7.6801,0.9778,0.0,0.0295
SiI,Ex,a,12,1,SiI_Ex_a_4,15,67,1.2441,4.8669,0.9717,0.0,0.0262
SiI,Ex,a,12,1,SiI_Ex_a_5,84,136,0.5178,-3.9905,0.946,0.0,0.0154
SiI,Ex,a,12,1,SiI_Ex_a_6,37,89,0.8191,9.7066,0.9723,0.0,0.0171
SiI,Ex,a,12,1,SiI_Ex_a_all,34,86,0.8266,11.9654,0.987,0.0,0.0116
SiI,Ex,a,12,2,SiI_Ex_a_1,87,139,0.6225,-3.5061,0.9211,0.0,0.0228
SiI,Ex,a,12,2,SiI_Ex_a_2,5,57,0.8599,22.3545,0.9547,0.0,0.0232
SiI,Ex,a,12,2,SiI_Ex_a_3,46,98,1.6918,-2.6293,0.9805,0.0,0.0293
SiI,Ex,a,12,2,SiI_Ex_a_4,0,52,0.9983,30.8077,0.8896,0.0,0.0444
SiI,Ex,a,12,2,SiI_Ex_a_5,16,68,0.5571,12.2627,0.9306,0.0,0.019
SiI,Ex,a,12,2,SiI_Ex_a_6,36,88,1.0818,33.0476,0.9322,0.0,0.0364
SiI,Ex,a,12,2,SiI_Ex_a_all,5,57,0.6095,29.6371,0.9813,0.0,0.0104
SiI,Ex,a,12,3,SiI_Ex_a_1,0,52,0.8432,28.2342,0.9472,0.0,0.0247
SiI,Ex,a,12,3,SiI_Ex_a_2,23,75,1.5957,4.9096,0.9732,0.0,0.0326
SiI,Ex,a,12,3,SiI_Ex_a_3,57,109,1.4102,-7.4931,0.9687,0.0,0.0313
SiI,Ex,a,12,3,SiI_Ex_a_4,38,90,1.5121,7.5106,0.9765,0.0,0.0289
SiI,Ex,a,12,3,SiI_Ex_a_5,15,67,1.1414,27.2489,0.9503,0.0,0.0324
SiI,Ex,a,12,3,SiI_Ex_a_6,52,104,2.2307,-43.6615,0.9409,0.0,0.0695
SiI,Ex,a,12,3,SiI_Ex_a_all,23,75,1.0891,17.9636,0.9925,0.0,0.0116
SiI,Ex,b,12,1,SiI_Ex_b_1,31,83,0.6896,10.6246,0.9633,0.0,0.0166
SiI,Ex,b,12,1,SiI_Ex_b_2,57,109,1.1296,4.48,0.9525,0.0,0.0313
SiI,Ex,b,12,1,SiI_Ex_b_3,63,115,1.0561,5.0798,0.9806,0.0,0.0183
SiI,Ex,b,12,1,SiI_Ex_b_4,2,54,1.2783,22.9792,0.9705,0.0,0.0275
SiI,Ex,b,12,1,SiI_Ex_b_5,0,52,0.4491,26.2809,0.9305,0.0,0.0153
SiI,Ex,b,12,1,SiI_Ex_b_6,64,116,0.5838,9.2854,0.8765,0.0,0.0278
SiI,Ex,b,12,1,SiI_Ex_b_all,59,111,0.8515,12.0761,0.9893,0.0,0.0109
SiI,Ex,b,12,2,SiI_Ex_b_1,21,73,1.1625,15.36,0.9564,0.0,0.0307
SiI,Ex,b,12,2,SiI_Ex_b_2,83,135,1.3367,-18.0529,0.9744,0.0,0.0267
SiI,Ex,b,12,2,SiI_Ex_b_3,9,61,1.3001,31.0615,0.9765,0.0,0.0248
SiI,Ex,b,12,2,SiI_Ex_b_4,43,95,0.6684,12.5075,0.9517,0.0,0.0187
SiI,Ex,b,12,2,SiI_Ex_b_5,0,52,0.5817,32.7387,0.9129999999999999,0.0,0.0225
SiI,Ex,b,12,2,SiI_Ex_b_6,73,125,1.0806,2.589,0.9490000000000001,0.0,0.0311
SiI,Ex,b,12,2,SiI_Ex_b_all,25,77,0.6928,28.0686,0.9867,0.0,0.0099
SiI,Ex,b,12,3,SiI_Ex_b_1,7,59,1.4064,24.5895,0.9740000000000001,0.0,0.0283
SiI,Ex,b,12,3,SiI_Ex_b_2,56,108,1.2294,34.3346,0.8313,0.0,0.0712
SiI,Ex,b,12,3,SiI_Ex_b_3,63,115,1.1262,16.8084,0.9,0.0,0.0472
SiI,Ex,b,12,3,SiI_Ex_b_4,44,96,1.1685,-4.2307,0.9939,0.0,0.0113
SiI,Ex,b,12,3,SiI_Ex_b_5,90,142,0.6026,3.911,0.9286,0.0,0.0215
SiI,Ex,b,12,3,SiI_Ex_b_6,18,70,0.8064,7.1584,0.9603,0.0,0.0203
SiI,Ex,b,12,3,SiI_Ex_b_all,77,129,0.9972,11.4636,0.9799,0.0,0.0176
SiI,Un,a,12,1,SiI_Un_a_1,22,74,0.16399999999999998,14.5485,0.9771,0.0,0.0031
SiI,Un,a,12,1,SiI_Un_a_2,4,56,3.1334,29.177,0.9917,0.0,0.0352
SiI,Un,a,12,1,SiI_Un_a_3,4,56,1.0738,26.8642,0.9883,0.0,0.0144
SiI,Un,a,12,1,SiI_Un_a_4,7,59,0.9540000000000001,39.008,0.9595,0.0,0.0243
SiI,Un,a,12,1,SiI_Un_a_5,10,62,0.6983,14.2375,0.9747,0.0,0.0139
SiI,Un,a,12,1,SiI_Un_a_6,13,65,0.4008,22.6991,0.857,0.0,0.0209
SiI,Un,a,12,1,SiI_Un_a_all,13,65,1.1138,27.6565,0.9904,0.0,0.0135
SiI,Un,a,12,2,SiI_Un_a_1,90,142,0.7873,-15.8024,0.8436,0.0,0.0447
SiI,Un,a,12,2,SiI_Un_a_2,27,79,1.7728,43.7606,0.9774,0.0,0.0332
SiI,Un,a,12,2,SiI_Un_a_3,1,53,0.9189,31.711,0.9711,0.0,0.0196
SiI,Un,a,12,2,SiI_Un_a_4,14,66,0.77,31.223000000000003,0.8918,0.0,0.0338
SiI,Un,a,12,2,SiI_Un_a_5,0,52,0.8335,21.9497,0.9390000000000001,0.0,0.0264
SiI,Un,a,12,2,SiI_Un_a_6,80,132,1.1921,-11.2916,0.9167,0.0,0.045
SiI,Un,a,12,2,SiI_Un_a_all,26,78,0.7737,35.0658,0.9856,0.0,0.0115
SiI,Un,a,12,3,SiI_Un_a_1,64,116,1.3096,-46.3312,0.9595,0.0,0.0333
SiI,Un,a,12,3,SiI_Un_a_2,24,76,2.2038,14.3247,0.986,0.0,0.0323
SiI,Un,a,12,3,SiI_Un_a_3,1,53,1.1203,29.2101,0.9865,0.0,0.0161
SiI,Un,a,12,3,SiI_Un_a_4,34,86,0.8824,18.7447,0.9677,0.0,0.0199
SiI,Un,a,12,3,SiI_Un_a_5,1,53,0.7903,28.5698,0.9532,0.0,0.0217
SiI,Un,a,12,3,SiI_Un_a_6,92,144,1.6814,-53.4867,0.9565,0.0,0.0468
SiI,Un,a,12,3,SiI_Un_a_all,13,65,0.8647,26.421999999999997,0.9952,0.0,0.0074
SiI,Un,b,12,1,SiI_Un_b_1,90,142,1.0908,22.1107,0.9215,0.0,0.040999999999999995
SiI,Un,b,12,1,SiI_Un_b_2,16,68,1.3365,29.1235,0.7661,0.0,0.0971
SiI,Un,b,12,1,SiI_Un_b_3,7,59,0.9461,10.1997,0.9851,0.0,0.0143
SiI,Un,b,12,1,SiI_Un_b_4,47,99,0.5808,28.5284,0.8466,0.0,0.0316
SiI,Un,b,12,1,SiI_Un_b_5,85,137,1.0190000000000001,-14.1189,0.9617,0.0,0.0252
SiI,Un,b,12,1,SiI_Un_b_6,60,112,1.3918,-31.3823,0.9886,0.0,0.0184
SiI,Un,b,12,1,SiI_Un_b_all,65,117,0.638,26.1071,0.9773,0.0,0.012
SiI,Un,b,12,2,SiI_Un_b_1,22,74,1.2781,15.5517,0.9737,0.0,0.0259
SiI,Un,b,12,2,SiI_Un_b_2,26,78,2.377,14.7622,0.9971,0.0,0.0156
SiI,Un,b,12,2,SiI_Un_b_3,1,53,0.8605,23.5812,0.9708,0.0,0.0184
SiI,Un,b,12,2,SiI_Un_b_4,8,60,0.8193,19.6795,0.9441,0.0,0.0248
SiI,Un,b,12,2,SiI_Un_b_5,49,101,1.6695,-14.4595,0.9772,0.0,0.0314
SiI,Un,b,12,2,SiI_Un_b_6,85,137,0.6307,3.1302,0.9137,0.0,0.0243
SiI,Un,b,12,2,SiI_Un_b_all,20,72,0.8235,21.1595,0.9875,0.0,0.0114
SiI,Un,b,12,3,SiI_Un_b_1,0,52,1.5923,35.4176,0.9783,0.0,0.0292
SiI,Un,b,12,3,SiI_Un_b_2,79,131,0.8355,58.2408,0.9745,0.0,0.0166
SiI,Un,b,12,3,SiI_Un_b_3,45,97,0.6941,31.1876,0.9753,0.0,0.0136
SiI,Un,b,12,3,SiI_Un_b_4,67,119,1.5396,2.1013,0.93,0.0,0.0527
SiI,Un,b,12,3,SiI_Un_b_5,0,52,0.9564,47.3656,0.951,0.0,0.0269
SiI,Un,b,12,3,SiI_Un_b_6,5,57,0.7937,53.0893,0.9231,0.0,0.0286
SiI,Un,b,12,3,SiI_Un_b_all,16,68,0.8515,47.5414,0.9866,0.0,0.0122
Sm21,Ex,a,12,1,Sm21_Ex_a_1,4,56,2.3654,44.3125,0.9876,0.0,0.0326
Sm21,Ex,a,12,1,Sm21_Ex_a_2,28,80,2.2921,25.8942,0.9935,0.0,0.0227
Sm21,Ex,a,12,1,Sm21_Ex_a_3,29,81,1.1966,24.4886,0.9827,0.0,0.0195
Sm21,Ex,a,12,1,Sm21_Ex_a_4,25,77,0.9592,12.8187,0.9741,0.0,0.0193
Sm21,Ex,a,12,1,Sm21_Ex_a_5,78,130,0.6990000000000001,12.5406,0.9837,0.0,0.0111
Sm21,Ex,a,12,1,Sm21_Ex_a_6,41,93,1.0279,12.2073,0.9609,0.0,0.0256
Sm21,Ex,a,12,1,Sm21_Ex_a_all,16,68,1.1272,33.3811,0.9957,0.0,0.0091
Sm21,Ex,a,12,2,Sm21_Ex_a_1,4,56,2.5633,32.1502,0.9951,0.0,0.0221
Sm21,Ex,a,12,2,Sm21_Ex_a_2,51,103,2.2506,100.9731,0.9990000000000001,0.0,0.0089
Sm21,Ex,a,12,2,Sm21_Ex_a_3,10,62,2.3465,47.6255,0.9934,0.0,0.0234
Sm21,Ex,a,12,2,Sm21_Ex_a_4,22,74,1.0103,22.2297,0.9666,0.0,0.0232
Sm21,Ex,a,12,2,Sm21_Ex_a_5,2,54,1.1345,23.0026,0.9796,0.0,0.0202
Sm21,Ex,a,12,2,Sm21_Ex_a_6,50,102,1.5608,28.354,0.93,0.0,0.0534
Sm21,Ex,a,12,2,Sm21_Ex_a_all,4,56,1.9512,38.6382,0.9978,0.0,0.0111
Sm21,Ex,a,12,3,Sm21_Ex_a_1,12,64,3.6923,57.2421,0.997,0.0,0.0247
Sm21,Ex,a,12,3,Sm21_Ex_a_2,5,57,3.1974,46.0996,0.9891,0.0,0.0413
Sm21,Ex,a,12,3,Sm21_Ex_a_3,15,67,3.1235,51.1949,0.9875,0.0,0.0432
Sm21,Ex,a,12,3,Sm21_Ex_a_4,50,102,1.7626,-1.0365,0.9808,0.0,0.0304
Sm21,Ex,a,12,3,Sm21_Ex_a_5,1,53,1.232,42.8392,0.9883,0.0,0.0164
Sm21,Ex,a,12,3,Sm21_Ex_a_6,51,103,1.2813,23.3506,0.9709,0.0,0.0274
Sm21,Ex,a,12,3,Sm21_Ex_a_all,0,52,2.0814,47.5314,0.9961,0.0,0.016
Sm21,Ex,b,12,1,Sm21_Ex_b_1,76,128,2.6004,6.1434,0.9919,0.0,0.0289
Sm21,Ex,b,12,1,Sm21_Ex_b_2,76,128,1.6735,41.1376,0.9785,0.0,0.0305
Sm21,Ex,b,12,1,Sm21_Ex_b_3,0,52,2.356,51.8069,0.9896,0.0,0.0296
Sm21,Ex,b,12,1,Sm21_Ex_b_4,12,64,1.8899,31.3845,0.9896,0.0,0.0238
Sm21,Ex,b,12,1,Sm21_Ex_b_5,0,52,1.3984,56.8827,0.9471,0.0,0.0411
Sm21,Ex,b,12,1,Sm21_Ex_b_6,18,70,1.9512,38.8388,0.9846,0.0,0.03
Sm21,Ex,b,12,1,Sm21_Ex_b_all,0,52,1.7642,43.2412,0.9967,0.0,0.0124
Sm21,Ex,b,12,2,Sm21_Ex_b_1,24,76,4.2271,31.2436,0.9987,0.0,0.0187
Sm21,Ex,b,12,2,Sm21_Ex_b_2,11,63,2.798,13.8907,0.9923,0.0,0.0302
Sm21,Ex,b,12,2,Sm21_Ex_b_3,71,123,1.9643,90.5902,0.9974,0.0,0.0123
Sm21,Ex,b,12,2,Sm21_Ex_b_4,85,137,1.7581,43.931999999999995,0.996,0.0,0.0137
Sm21,Ex,b,12,2,Sm21_Ex_b_5,13,65,1.0276,79.1611,0.9655,0.0,0.024
Sm21,Ex,b,12,2,Sm21_Ex_b_6,3,55,2.378,44.2187,0.992,0.0,0.0261
Sm21,Ex,b,12,2,Sm21_Ex_b_all,7,59,1.9606,56.1745,0.9984,0.0,0.0097
Sm21,Ex,b,12,3,Sm21_Ex_b_1,2,54,2.318,67.4683,0.9957,0.0,0.0189
Sm21,Ex,b,12,3,Sm21_Ex_b_2,0,52,2.3275,48.6091,0.9742,0.0,0.0467
Sm21,Ex,b,12,3,Sm21_Ex_b_3,76,128,1.6425,81.3407,0.9929,0.0,0.0171
Sm21,Ex,b,12,3,Sm21_Ex_b_4,76,128,2.5866,17.7246,0.9882,0.0,0.0347
Sm21,Ex,b,12,3,Sm21_Ex_b_5,0,52,1.0192,62.1721,0.8512,0.0,0.0544
Sm21,Ex,b,12,3,Sm21_Ex_b_6,0,52,2.5839999999999996,47.7692,0.9648,0.0,0.061
Sm21,Ex,b,12,3,Sm21_Ex_b_all,61,113,1.7633,52.2501,0.9928,0.0,0.0184
Sm21,Un,a,12,1,Sm21_Un_a_1,82,134,2.0895,22.1002,0.9894,0.0,0.0265
Sm21,Un,a,12,1,Sm21_Un_a_2,16,68,1.9895,17.891,0.9752,0.0,0.0391
